id;ps;problem
468;17;1609
469;18;1627
470;17;1576
471;17;1588
472;17;1522
473;17;1520
474;17;1587
475;17;1475
476;18;1648
477;18;1460
478;18;1577
479;18;1461
480;18;1526
481;18;1512
482;18;1453
483;18;1466
484;18;1500
485;18;1488
486;18;1468
487;18;1502
488;18;1521
489;18;1469
490;16;1465
491;18;1483
492;18;1470
493;18;1456
494;18;1506
495;18;1454
496;18;1487
497;18;1659
498;18;1490
499;18;1480
500;18;1471
501;23;1655
502;23;1527
503;23;1640
504;23;1668
505;23;1545
506;23;1632
507;23;1635
508;23;1642
509;23;1645
510;23;1569
511;23;1555
512;23;1631
513;22;1572
514;22;1485
515;23;1641
516;22;1636
517;23;1552
518;22;1634
519;22;1637
520;22;1644
521;20;1516
522;20;1620
523;20;1650
524;20;1646
525;19;1670
526;20;1596
527;20;1549
528;19;1566
529;19;1561
530;19;1654
531;20;1630
532;21;1661
533;19;1571
534;19;1544
535;19;1671
536;20;1647
537;19;1626
538;19;1625
539;20;1536
540;19;1598
541;19;1537
542;19;1591
543;19;1622
544;19;1628
545;19;1585
546;21;1621
547;19;1593
548;19;1531
549;19;1583
550;19;1515
551;19;1551
552;19;1619
553;19;1658
554;19;1535
555;19;1517
556;19;1600
557;20;1667
558;19;1666
559;19;1548
560;19;1541
561;19;1582
562;21;1629
563;20;1608
564;20;1574
565;20;1612
566;20;1457
567;20;1607
568;21;1534
569;20;1615
570;19;1538
571;20;1540
572;20;1595
573;20;1586
574;20;1618
575;20;1558
576;20;1603
577;20;1592
578;20;1638
579;21;1578
580;21;1528
581;20;1547
582;20;1532
583;20;1542
584;20;1662
585;20;1613
586;19;1599
587;20;1514
588;19;1656
589;20;1602
590;20;1617
591;20;1546
592;20;1568
593;20;1570
594;19;1672
595;19;1643
596;21;1581
597;21;1653
598;21;1605
599;21;1567
600;21;1473
601;21;1550
602;21;1562
603;21;1481
604;21;1579
605;21;1594
606;21;1660
607;21;1616
608;20;1624
609;21;1649
610;21;1610
611;21;1614
612;21;1606
613;21;1604
614;21;1513
615;21;1563
616;21;1455
617;21;1575
618;21;1580
619;21;1533
620;21;1623
621;21;1543
622;20;1565
623;20;1597
624;20;1482
625;20;1573
626;19;1539
627;21;1611
628;31;1759
629;31;4034
630;31;1822
631;32;1747
632;32;2415
633;31;1799
634;31;1800
635;31;4042
636;31;2404
637;31;4032
638;32;1781
639;32;1801
640;32;1768
641;31;4049
642;31;1772
643;31;2405
644;31;1813
645;31;2420
646;32;2418
647;31;1823
648;31;2411
649;31;1764
650;31;2414
651;31;1761
652;31;2419
653;31;1775
654;32;2410
655;31;1751
656;31;2413
657;31;1819
658;31;1766
659;31;1788
660;31;1763
661;31;1789
662;31;1765
663;31;2412
664;31;1762
665;31;4048
666;31;1760
667;31;1743
668;31;1810
669;31;4052
670;31;4045
671;31;1742
672;31;1756
673;31;4051
674;31;1774
675;31;1753
676;31;1752
677;31;1812
678;31;1748
679;32;1779
680;32;1755
681;32;4047
682;32;1750
683;32;2409
684;31;4043
685;32;4053
686;32;1776
687;32;4046
688;32;1777
689;31;2399
690;32;1804
691;32;2408
692;32;2417
693;32;2400
694;31;1754
695;32;4039
696;31;4031
697;32;4036
698;31;4044
699;31;4035
700;32;2402
701;31;2401
702;31;4054
703;31;4041
704;31;4033
705;31;1791
706;31;2416
707;31;1746
708;31;4050
709;31;1803
710;31;4038
711;31;1814
712;31;4037
713;31;1778
714;31;1771
715;31;1780
716;31;1793
717;33;1835
718;33;1758
719;33;1769
720;33;1757
721;33;4016
722;33;2426
723;33;4030
724;33;1833
725;33;2422
726;33;4020
727;33;1836
728;33;4029
729;33;2423
730;33;4024
731;33;1770
732;33;1838
733;33;1785
734;33;2421
735;33;4021
736;33;4023
737;33;4027
738;33;1837
739;33;2424
740;33;1834
741;33;2425
742;33;4017
743;33;4018
744;33;4028
745;33;4019
746;33;4025
747;33;4026
748;33;4022
749;33;1832
750;36;2893
751;37;2907
752;36;2915
753;36;2894
754;37;2889
755;36;2918
756;36;2899
757;37;2914
758;36;2974
759;36;3017
760;36;2881
761;36;2887
762;36;2977
763;36;2953
764;36;2847
765;36;2892
766;36;3015
767;36;2852
768;36;2909
769;36;2996
770;36;2997
771;36;2912
772;36;2906
773;36;2891
774;36;2955
775;36;2934
776;36;2880
777;36;2994
778;36;2960
779;36;3014
780;36;2973
781;36;2873
782;38;2964
783;38;2952
784;38;2917
785;37;3009
786;38;2878
787;38;2969
788;38;2865
789;38;2910
790;37;3018
791;38;2879
792;37;2940
793;37;2956
794;37;3010
795;37;2989
796;38;2935
797;38;3016
798;37;2924
799;38;2853
800;38;2866
801;37;2986
802;37;2967
803;38;2905
804;37;2877
805;37;2890
806;37;2898
807;37;2920
808;37;2926
809;37;2885
810;37;3013
811;38;2971
812;37;2861
813;37;2888
814;37;2963
815;37;3012
816;37;2908
817;37;2970
818;37;2886
819;37;2864
820;37;2922
821;37;2911
822;36;2999
823;37;2913
824;37;2900
825;37;3011
826;37;2976
827;26;3988
828;26;3999
829;26;1318
830;26;3992
831;26;1324
832;26;3989
833;26;3991
834;26;1280
835;26;1315
836;26;1290
837;26;1287
838;26;3996
839;26;3997
840;26;1277
841;26;1245
842;26;3993
843;26;3995
844;26;1301
845;26;3998
846;26;1323
847;26;1289
848;26;3994
849;26;3990
850;26;1291
851;26;1321
852;26;1295
853;26;1281
854;26;1285
855;26;1276
856;26;1302
857;26;1283
858;26;1282
859;26;1294
860;26;1292
861;26;1284
862;26;1298
863;26;1293
864;26;1297
865;26;1317
866;47;3755
867;46;3727
868;45;3800
869;45;3726
870;47;3768
871;45;3846
872;47;3777
873;45;3817
874;45;3845
875;47;3803
876;46;3733
877;47;3743
878;47;3784
879;46;3747
880;46;3769
881;47;3729
882;45;3714
883;45;3818
884;45;3758
885;46;3749
886;45;3840
887;45;3718
888;45;3780
889;46;3750
890;45;3847
891;46;3864
892;45;3711
893;45;3825
894;45;3759
895;45;3859
896;46;3855
897;45;3757
898;45;3772
899;45;3836
900;45;3789
901;45;3829
902;46;3779
903;45;3849
904;45;3719
905;46;3827
906;45;3815
907;45;3756
908;45;3770
909;45;3748
910;45;3837
911;45;3771
912;45;3808
913;45;3785
914;45;3835
915;45;3801
916;45;3823
917;45;3773
918;45;3788
919;45;3731
920;45;3778
921;46;3783
922;45;3734
923;45;3858
924;45;3828
925;45;3715
926;46;3826
927;45;3776
928;45;3736
929;45;3802
930;45;3824
931;45;3716
932;45;3751
933;45;3760
934;45;3834
935;45;3861
936;45;3843
937;45;3720
938;45;3853
939;45;3713
940;45;3820
941;45;3833
942;45;3724
943;45;3725
944;45;3805
945;45;3722
946;45;3830
947;45;3775
948;45;3832
949;45;3841
950;45;3796
951;45;3763
952;45;3794
953;45;3863
954;45;3860
955;45;3754
956;45;3787
957;45;3752
958;45;3745
959;45;3807
960;45;3814
961;45;3764
962;45;3782
963;45;3813
964;45;3786
965;45;3851
966;45;3753
967;45;3842
968;45;3762
969;45;3730
970;45;3844
971;45;3728
972;45;3712
973;45;3738
974;45;3797
975;45;3804
976;47;2848
977;47;3793
978;47;3765
979;47;3819
980;47;3865
981;47;3862
982;47;3761
983;47;3735
984;47;3737
985;47;3866
986;46;3791
987;46;3798
988;47;3732
989;46;3821
990;47;3838
991;47;3831
992;46;3723
993;47;3857
994;46;3721
995;46;3739
996;46;3790
997;46;3812
998;45;3792
999;46;3740
1000;47;3767
1001;46;3744
1002;46;3746
1003;47;3822
1004;47;3742
1005;46;3806
1006;47;3781
1007;46;3852
1008;46;3717
1009;46;3795
1010;46;3799
1011;46;3766
1012;46;3741
1013;46;3848
1014;46;3856
1015;46;3774
1016;46;3850
1017;46;3810
1018;47;3816
1019;46;3839
1020;45;3811
1021;46;3854
1022;46;3809
1023;47;3046
1024;54;3707
1025;54;3632
1026;54;3657
1027;54;3568
1028;54;3708
1029;54;3604
1030;54;3615
1031;54;3690
1032;54;3580
1033;54;3598
1034;54;3577
1035;54;3640
1036;54;3649
1037;54;3631
1038;54;3701
1039;54;3578
1040;54;3692
1041;54;3684
1042;54;3614
1043;54;3688
1044;54;3575
1045;54;3599
1046;54;3652
1047;54;3569
1048;54;3594
1049;54;3616
1050;54;3588
1051;54;3656
1052;54;3698
1053;54;3595
1054;54;3628
1055;54;3571
1056;54;3582
1057;54;3637
1058;54;3583
1059;54;3710
1060;54;3611
1061;54;3681
1062;54;3606
1063;54;3587
1064;54;3590
1065;54;3603
1066;54;3662
1067;54;3612
1068;54;3573
1069;54;2226
1070;54;3602
1071;54;3565
1072;54;3689
1073;54;461
1074;54;3627
1075;54;3581
1076;54;3674
1077;54;3618
1078;54;3566
1079;54;3705
1080;54;3613
1081;54;3596
1082;54;3693
1083;54;3686
1084;54;3685
1085;54;3600
1086;54;3564
1087;54;3592
1088;54;3676
1089;54;3601
1090;54;3608
1091;54;3591
1092;54;3630
1093;54;3572
1094;54;3641
1095;54;3667
1096;54;3644
1097;54;3647
1098;54;3026
1099;54;3025
1100;54;3023
1101;54;3265
1102;54;3328
1103;54;3327
1104;55;3322
1105;55;3325
1106;55;3300
1107;55;3246
1108;55;3312
1109;55;3324
1110;55;3231
1111;55;3313
1112;55;3264
1113;55;3291
1114;55;3249
1115;55;3250
1116;55;3323
1117;55;3321
1118;55;3660
1119;55;3597
1120;55;3579
1121;55;3570
1122;55;3687
1123;55;3700
1124;55;3607
1125;55;3683
1126;55;3589
1127;55;3668
1128;55;3677
1129;55;3680
1130;55;3610
1131;55;3694
1132;55;3642
1133;55;3669
1134;55;3609
1135;55;3678
1136;55;3650
1137;55;3643
1138;55;3617
1139;55;3673
1140;55;3696
1141;55;2263
1142;55;3586
1143;55;3639
1144;55;3619
1145;55;3563
1146;55;3648
1147;55;3576
1148;55;3706
1149;55;3682
1150;55;3567
1151;55;3699
1152;55;3605
1153;55;3638
1154;55;3636
1155;55;3584
1156;55;3623
1157;55;3593
1158;55;3697
1159;55;3585
1160;55;3664
1161;55;3574
1162;55;3658
1163;55;3704
1164;55;3329
1165;55;3271
1166;55;3292
1167;52;3620
1168;52;3622
1169;52;3516
1170;52;3530
1171;52;3549
1172;52;3547
1173;52;3548
1174;52;3515
1175;52;3507
1176;52;3524
1177;52;3531
1178;52;3541
1179;52;3671
1180;52;3542
1181;52;3666
1182;52;3508
1183;52;3653
1184;52;3505
1185;52;3526
1186;52;3546
1187;52;3528
1188;52;3553
1189;52;3551
1190;52;3536
1191;52;3544
1192;52;3646
1193;52;3520
1194;52;3518
1195;52;3624
1196;52;3655
1197;52;3534
1198;52;3543
1199;52;3509
1200;52;3535
1201;52;3523
1202;52;3537
1203;52;3555
1204;52;3532
1205;52;3538
1206;52;3539
1207;52;3533
1208;52;3550
1209;52;3540
1210;52;3521
1211;52;3670
1212;52;3517
1213;52;3545
1214;52;3522
1215;52;3504
1216;53;3634
1217;53;3691
1218;53;3559
1219;53;3529
1220;53;3663
1221;53;3633
1222;53;3561
1223;53;3506
1224;53;3556
1225;53;3659
1226;53;3635
1227;53;3654
1228;53;3651
1229;53;3562
1230;53;3554
1231;53;3514
1232;53;3703
1233;53;3513
1234;53;3702
1235;53;3558
1236;53;3525
1237;53;3560
1238;53;3527
1239;53;3661
1240;53;3511
1241;53;3512
1242;53;3557
1243;53;3519
1244;53;3665
1245;53;3675
1246;53;3709
1247;53;3510
1248;53;3645
1249;53;3552
1250;53;3027
1251;53;3024
1252;44;975
1253;44;1070
1254;44;966
1255;44;1062
1256;44;944
1257;44;986
1258;44;995
1259;44;974
1260;44;984
1261;44;980
1262;44;988
1263;44;949
1264;44;979
1265;44;950
1266;44;997
1267;44;1075
1268;44;982
1269;44;956
1270;44;970
1271;44;945
1272;44;977
1273;44;969
1274;44;967
1275;44;996
1276;44;942
1277;44;994
1278;44;991
1279;44;999
1280;44;1063
1281;44;911
1282;44;1001
1283;44;968
1284;44;983
1285;44;937
1286;44;941
1287;44;971
1288;44;947
1289;44;940
1290;44;948
1291;44;972
1292;44;1076
1293;44;985
1294;44;981
1295;44;946
1296;44;952
1297;44;930
1298;44;1074
1299;44;1047
1300;44;987
1301;44;1000
1302;44;951
1303;44;973
1304;44;976
1305;44;1048
1306;44;943
1307;44;938
1308;42;919
1309;41;841
1310;43;855
1311;42;888
1312;43;896
1313;42;825
1314;42;873
1315;41;925
1316;41;849
1317;41;872
1318;41;933
1319;42;832
1320;41;816
1321;41;901
1322;41;856
1323;41;913
1324;41;887
1325;41;845
1326;41;886
1327;41;851
1328;41;915
1329;41;936
1330;41;910
1331;41;863
1332;41;929
1333;41;914
1334;41;870
1335;41;818
1336;41;917
1337;41;808
1338;41;868
1339;41;823
1340;41;934
1341;41;893
1342;41;931
1343;41;814
1344;41;848
1345;41;815
1346;41;826
1347;41;869
1348;41;885
1349;41;922
1350;41;916
1351;41;812
1352;41;810
1353;41;935
1354;42;838
1355;43;861
1356;43;813
1357;43;835
1358;43;880
1359;42;842
1360;43;923
1361;42;820
1362;42;874
1363;42;899
1364;43;878
1365;42;844
1366;43;875
1367;42;905
1368;42;928
1369;43;834
1370;42;843
1371;43;892
1372;42;833
1373;42;865
1374;42;912
1375;42;926
1376;42;924
1377;42;889
1378;42;900
1379;42;918
1380;42;853
1381;42;817
1382;42;822
1383;42;907
1384;42;867
1385;43;864
1386;42;890
1387;42;891
1388;42;883
1389;42;862
1390;43;898
1391;42;897
1392;43;839
1393;42;819
1394;42;809
1395;42;932
1396;42;821
1397;42;877
1398;42;811
1399;43;829
1400;43;902
1401;43;927
1402;43;894
1403;43;908
1404;43;860
1405;43;884
1406;43;866
1407;43;879
1408;43;903
1409;43;837
1410;43;830
1411;43;906
1412;43;871
1413;43;881
1414;43;882
1415;43;921
1416;43;852
1417;43;836
1418;43;840
1419;43;846
1420;43;904
1421;43;847
1422;43;831
1423;43;824
1424;43;876
1425;43;850
1426;43;909
1427;43;854
1428;43;827
1429;43;858
1430;43;895
1431;43;828
1432;43;857
1433;43;859
1434;43;920
1435;28;1415
1436;28;1438
1437;28;1349
1438;28;1390
1439;28;1380
1440;28;1392
1441;28;1363
1442;28;1398
1443;28;1361
1444;28;1378
1445;28;4061
1446;28;1372
1447;28;1362
1448;28;1397
1449;28;1436
1450;28;1425
1451;28;1404
1452;28;1371
1453;28;4071
1454;28;1386
1455;28;1416
1456;28;4065
1457;28;1383
1458;28;1342
1459;28;1360
1460;28;1406
1461;28;1353
1462;28;1351
1463;28;1338
1464;28;1328
1465;28;4070
1466;28;1332
1467;28;4064
1468;28;1329
1469;28;1377
1470;28;1407
1471;28;1417
1472;28;1366
1473;28;1344
1474;28;1354
1475;29;1367
1476;29;1431
1477;29;1345
1478;29;1373
1479;29;1401
1480;29;1384
1481;29;1420
1482;29;4073
1483;29;4068
1484;29;1339
1485;29;1327
1486;29;1432
1487;29;1434
1488;29;1330
1489;29;1376
1490;29;4066
1491;29;1422
1492;29;1357
1493;29;4062
1494;29;1411
1495;29;1419
1496;29;4077
1497;29;4063
1498;29;1370
1499;29;1433
1500;29;1358
1501;29;1336
1502;29;4069
1503;29;1409
1504;29;1399
1505;29;1333
1506;29;1418
1507;29;1408
1508;29;1423
1509;29;1424
1510;29;1426
1511;29;1374
1512;29;1355
1513;29;1394
1514;29;1375
1515;29;1410
1516;29;1412
1517;29;1379
1518;29;4067
1519;29;1350
1520;29;1405
1521;29;1421
1522;29;1387
1523;30;4076
1524;30;1437
1525;30;1396
1526;30;1440
1527;30;1369
1528;30;1340
1529;30;1388
1530;30;4075
1531;30;1429
1532;30;1335
1533;30;1343
1534;30;1428
1535;30;1403
1536;30;1381
1537;30;1356
1538;30;1439
1539;30;1385
1540;30;1368
1541;30;1334
1542;30;1365
1543;30;1382
1544;30;1346
1545;30;1359
1546;30;1430
1547;30;1391
1548;30;1395
1549;30;1427
1550;30;4074
1551;30;4072
1552;30;1347
1553;30;1414
1554;30;1413
1555;30;1364
1556;30;1341
1557;30;1337
1558;30;1450
1559;30;1400
1560;59;3031
1561;59;3109
1562;59;3110
1563;59;3104
1564;59;3101
1565;58;3113
1566;58;3108
1567;59;3112
1568;58;3111
1569;58;3368
1570;58;3372
1571;58;3369
1572;58;3365
1573;58;3371
1574;58;3370
1575;58;3366
1576;58;3367
1577;57;3158
1578;57;3160
1579;57;3385
1580;57;3386
1581;57;3384
1582;57;3374
1583;57;3375
1584;57;3377
1585;57;3393
1586;57;3376
1587;57;3379
1588;57;3159
1589;57;3058
1590;57;3042
1591;57;3041
1592;57;3039
1593;57;3059
1594;57;3035
1595;57;3066
1596;57;3056
1597;57;3068
1598;57;3045
1599;57;3067
1600;57;3061
1601;57;3049
1602;57;2851
1603;57;2902
1604;56;3163
1605;56;3164
1606;56;3166
1607;56;3165
1608;56;3170
1609;56;3161
1610;56;3178
1611;56;3162
1612;56;3174
1613;56;3177
1614;56;3167
1615;56;3169
1616;56;3172
1617;56;3168
1618;56;3173
1619;56;3175
1620;56;3171
1621;56;3396
1622;56;3397
1623;56;3390
1624;56;3400
1625;56;3381
1626;56;3401
1627;56;3383
1628;56;3398
1629;56;3388
1630;56;3391
1631;56;3373
1632;56;3399
1633;56;3387
1634;56;3395
1635;56;3389
1636;56;3394
1637;56;3392
1638;56;3380
1639;56;3382
1640;56;3378
1641;56;3157
1642;64;3201
1643;64;3877
1644;64;3212
1645;64;3198
1646;64;3879
1647;64;3869
1648;64;3872
1649;64;3182
1650;64;3189
1651;64;3887
1652;64;3186
1653;64;3871
1654;64;3193
1655;64;3885
1656;64;3206
1657;64;3897
1658;64;3896
1659;64;3883
1660;64;3890
1661;64;3217
1662;64;3200
1663;64;3875
1664;64;3205
1665;64;3199
1666;64;3202
1667;64;3889
1668;64;3891
1669;64;3892
1670;64;3195
1671;64;3873
1672;64;3878
1673;64;3183
1674;64;3881
1675;64;3216
1676;64;3213
1677;64;3214
1678;64;3880
1679;64;3868
1680;64;3882
1681;64;3876
1682;65;3197
1683;65;3867
1684;65;3187
1685;65;3210
1686;65;3179
1687;65;3194
1688;65;3886
1689;65;3185
1690;65;3219
1691;65;3184
1692;65;3215
1693;65;3209
1694;65;3203
1695;65;3893
1696;65;3190
1697;65;3874
1698;65;3211
1699;65;3188
1700;65;3888
1701;65;3207
1702;65;3192
1703;65;3196
1704;65;3218
1705;65;3204
1706;65;3898
1707;65;3894
1708;65;3181
1709;65;3870
1710;65;3220
1711;65;3884
1712;65;3180
1713;65;3191
1714;35;1723
1715;35;1729
1716;35;1719
1717;35;1724
1718;35;1715
1719;35;1703
1720;35;1704
1721;35;1807
1722;35;1802
1723;35;1712
1724;35;1722
1725;35;1705
1726;35;1713
1727;35;1707
1728;35;1717
1729;35;1827
1730;35;1749
1731;35;1720
1732;35;1824
1733;35;1820
1734;35;1792
1735;35;1796
1736;35;1786
1737;35;1716
1738;35;1706
1739;35;1714
1740;35;1698
1741;35;1782
1742;35;1710
1743;35;1783
1744;35;1721
1745;35;1828
1746;35;1797
1747;35;1708
1748;35;1831
1749;35;1816
1750;35;1711
1751;35;1825
1752;35;1718
1753;35;1815
1754;35;1826
1755;35;1829
1756;35;1806
1757;35;1787
1758;35;1690
1759;35;1830
1760;35;1709
1761;81;2709
1762;81;2728
1763;81;2769
1764;81;2738
1765;81;2710
1766;81;2752
1767;81;2705
1768;81;2763
1769;81;2751
1770;81;2735
1771;81;2753
1772;81;2733
1773;81;2743
1774;81;2764
1775;81;2713
1776;81;2716
1777;81;2711
1778;81;2691
1779;81;2768
1780;81;2746
1781;81;2700
1782;81;2749
1783;81;2646
1784;81;2755
1785;81;2770
1786;82;1905
1787;81;1906
1788;81;2699
1789;81;2732
1790;81;2748
1791;81;2703
1792;81;2757
1793;81;2737
1794;81;2731
1795;81;1922
1796;82;2722
1797;82;2759
1798;83;2740
1799;82;2714
1800;82;2545
1801;82;2767
1802;82;2696
1803;82;1921
1804;82;2693
1805;81;2756
1806;82;2650
1807;81;1904
1808;81;2758
1809;82;2695
1810;81;2708
1811;81;2744
1812;82;2745
1813;82;1900
1814;82;2765
1815;82;2652
1816;82;2777
1817;82;2692
1818;81;2750
1819;82;1919
1820;81;2723
1821;82;2754
1822;81;2747
1823;82;2701
1824;81;2762
1825;81;2773
1826;82;2717
1827;82;2647
1828;83;2727
1829;83;2766
1830;83;2742
1831;83;2840
1832;83;1898
1833;83;2772
1834;83;1910
1835;83;2729
1836;83;2598
1837;83;2702
1838;83;2730
1839;83;2841
1840;83;2726
1841;83;2725
1842;83;2706
1843;83;2718
1844;83;2721
1845;83;1911
1846;83;2719
1847;82;2760
1848;83;2704
1849;83;2712
1850;83;2739
1851;83;2776
1852;83;2707
1853;82;2720
1854;83;2697
1855;83;2715
1856;83;2761
1857;83;2775
1858;83;2724
1859;82;2694
1860;83;2774
1861;83;2771
1862;83;2698
1863;83;2734
1864;72;1876
1865;72;1865
1866;73;1880
1867;73;1873
1868;73;1882
1869;72;1874
1870;73;1884
1871;72;1883
1872;73;1878
1873;72;1872
1874;72;1869
1875;72;1868
1876;72;1867
1877;72;1856
1878;72;1877
1879;72;1870
1880;72;1871
1881;72;1881
1882;72;1879
1883;73;1852
1884;73;1864
1885;73;1855
1886;73;1862
1887;73;1854
1888;73;1861
1889;73;1847
1890;73;1875
1891;73;1885
1892;73;1846
1893;73;1848
1894;73;1863
