problem,sentence,solutions,fullname,pred,certainty
28,Can I _ you a question?,ask,slovesa-zaklad-1-uroven,ask,24.108093578934835
28,She will _ the pizza.,eat,slovesa-zaklad-1-uroven,eat,24.108093578934835
28,Do you want to _  a picture for me?,paint,slovesa-zaklad-1-uroven,paint,24.108093578934835
28,We will _ to Africa.,travel,slovesa-zaklad-1-uroven,travel,24.108093578934835
29,I am tired. I should go to _ .,sleep,slovesa-zaklad-2-uroven,sleep,22.086311883953694
29,What can you _ on the picture?,see,slovesa-zaklad-2-uroven,see,22.086311883953694
29,They _ a new car.,want,slovesa-zaklad-2-uroven,want,22.086311883953694
29,She will _ me a letter.,send,slovesa-zaklad-2-uroven,send,22.086311883953694
29,"Please, _ for five minutes.",wait,slovesa-zaklad-2-uroven,wait,22.086311883953694
30,Do you _ any help?,need,slovesa-zaklad-2-uroven,need,36.13083223706183
30,We _ together.,work,slovesa-zaklad-2-uroven,work,36.13083223706183
30,I can _ the bag.,take,slovesa-zaklad-2-uroven,take,36.13083223706183
30,You _ help me.,must,slovesa-zaklad-2-uroven,must,36.13083223706183
30,I _ you good luck.,wish,slovesa-zaklad-2-uroven,wish,36.13083223706183
31,Can you _ the right answer?,guess,slovesa-komunikace-2-uroven,guess,23.17242324188081
31,I will _ your questions. ,answer,slovesa-komunikace-2-uroven,answer,23.17242324188081
31,I want the truth! Don't _ to me.,lie,slovesa-komunikace-2-uroven,lie,23.17242324188081
31,Will you _ me your picture?,show,slovesa-komunikace-2-uroven,show,23.17242324188081
31,She wants to _ her story with us.,share,slovesa-komunikace-2-uroven,share,23.17242324188081
32,You have to _ them with a smile.,greet,slovesa-komunikace-2-uroven,greet,23.006143218860874
32,They _ old furniture.,sell,slovesa-komunikace-2-uroven,sell,23.006143218860874
32,He will _ me around town.,guide,slovesa-komunikace-2-uroven,guide,23.006143218860874
32,My parents _ a lot.,argue,slovesa-komunikace-2-uroven,argue,23.006143218860874
32,I can _ you more money.,offer,slovesa-komunikace-2-uroven,offer,23.006143218860874
33,Can I _ you later?,call,slovesa-komunikace-2-uroven,call,30.5030715377193
33,She has to _ to her parents.,listen,slovesa-komunikace-2-uroven,listen,30.5030715377193
33,Do you _ with what I said?,agree,slovesa-komunikace-2-uroven,agree,30.5030715377193
33,I _ your kindness.,appreciate,slovesa-komunikace-2-uroven,appreciate,30.5030715377193
33,Would you like to _ on this?,comment,slovesa-komunikace-2-uroven,comment,30.5030715377193
34,Do you want to _ around the pond?,skate,pohybova-slovesa-2-uroven,skate,15.78954420725806
34,It's too cold to _ in the ocean.,swim,pohybova-slovesa-2-uroven,swim,15.78954420725806
34,She can _ on the couch.,sit,pohybova-slovesa-2-uroven,sit,15.78954420725806
34,Did you _ for the lost keys?,search,pohybova-slovesa-2-uroven,search,15.78954420725806
34,He wants to _ Mt Everest.,climb,pohybova-slovesa-2-uroven,climb,15.78954420725806
35,Go ahead and _ the ball. ,kick,pohybova-slovesa-3-uroven,kick,17.96105817847392
35,We can _ around to feel warm.,move,pohybova-slovesa-3-uroven,move,17.96105817847392
35,"If you know the answer, _ your hand.",raise,pohybova-slovesa-3-uroven,raise,17.96105817847392
35,You should _ up the trash.,pick,pohybova-slovesa-3-uroven,pick,17.96105817847392
35,Do you want to _ to the music with him?,dance,pohybova-slovesa-3-uroven,dance,17.96105817847392
36,They would _ there by plane.,fly,pohybova-slovesa-2-uroven,fly,14.83177149172172
36,How fast can you _ a mile?,run,pohybova-slovesa-2-uroven,run,14.83177149172172
36,I will _ a deep hole here.,dig,pohybova-slovesa-2-uroven,dig,14.83177149172172
36,"Can you _ around and not look, please?",turn,pohybova-slovesa-2-uroven,turn,14.83177149172172
36,He can _ the boxes for you.,carry,pohybova-slovesa-2-uroven,carry,14.83177149172172
37,You can _ here and watch.,stand,pohybova-slovesa-2-uroven,stand,21.113495895249237
37,"Please, _ me the ball.",throw,pohybova-slovesa-2-uroven,throw,21.113495895249237
37,She can _ a horse.,ride,pohybova-slovesa-2-uroven,ride,21.113495895249237
37,"You will _ down, if you are not careful.",fall,pohybova-slovesa-2-uroven,fall,21.113495895249237
37,Will you _ my hand?,hold,pohybova-slovesa-2-uroven,hold,21.113495895249237
38,I can _ for a better price.,bargain,slovesa-komunikace-2-uroven,bargain,24.442959152236682
38,She wants to _ to you.,speak,slovesa-komunikace-2-uroven,speak,24.442959152236682
38,They will _ the flight for us.,book,slovesa-komunikace-2-uroven,book,24.442959152236682
38,"Please, _ me inside.",follow,slovesa-komunikace-2-uroven,follow,24.442959152236682
38,How do you _ your name?,spell,slovesa-komunikace-2-uroven,spell,24.442959152236682
39,Does she _ singing?,enjoy,slovesa-zaklad-3-uroven,enjoy,19.744923297416584
39,I _ my keys a lot.,forget,slovesa-zaklad-3-uroven,forget,19.744923297416584
39,Do you _ around here?,live,slovesa-zaklad-3-uroven,live,19.744923297416584
39,They _ the way to the city.,know,slovesa-zaklad-3-uroven,know,19.744923297416584
39,He can _ to five now.,count,slovesa-zaklad-3-uroven,count,19.744923297416584
40,Do you miss your _ ?,wife,rodina-lide-2-uroven,wife,13.587266103029801
40,Tom offered to help his _ .,neighbour,rodina-lide-2-uroven,neighbour,13.587266103029801
40,I want to join your _ .,group,rodina-lide-2-uroven,group,13.587266103029801
40,Can you guess my _ ?,age,rodina-lide-2-uroven,age,13.587266103029801
41,Put it on the _ .,table,dum-casti-domu-2-uroven,table,12.255431725420367
41,Tom backed his car out of the _ .,garage,dum-casti-domu-2-uroven,garage,12.255431725420367
41,The room is at the end of the _ .,hall,dum-casti-domu-2-uroven,hall,12.255431725420367
41,This _ can seat three people easily.,sofa,dum-casti-domu-2-uroven,sofa,12.255431725420367
42,Small children are very _ .,curious,pridavna-jmena-2-uroven,curious,15.820613465981527
42,One of the answers is _ .,correct,pridavna-jmena-2-uroven,correct,15.820613465981527
42,The window is _ .,open,pridavna-jmena-2-uroven,open,15.820613465981527
42,The radio is a bit _ .,loud,pridavna-jmena-2-uroven,loud,15.820613465981527
43,Petrol is no longer a _ fuel.,cheap,pridavna-jmena-2-uroven,cheap,13.2200136568608
43,You are very _ .,beautiful,pridavna-jmena-2-uroven,beautiful,13.2200136568608
43,"My bath towel was _ , so it was of no use.",wet,pridavna-jmena-2-uroven,wet,13.2200136568608
43,The wind is _ today.,cold,pridavna-jmena-2-uroven,cold,13.2200136568608
44,He is a very _ swimmer.,fast,pridavna-jmena-2-uroven,fast,22.176370146001137
44,Winter is my _ season.,favourite,pridavna-jmena-2-uroven,favourite,22.176370146001137
44,Is the snake alive or _ ?,dead,pridavna-jmena-2-uroven,dead,22.176370146001137
44,The bread is _ .,fresh,pridavna-jmena-2-uroven,fresh,22.176370146001137
45,He used to be a _ man.,quiet,pridavna-jmena-2-uroven,quiet,25.44024203308609
45,My _ colour is red.,favourite,pridavna-jmena-2-uroven,favourite,25.44024203308609
45,Water is _ .,transparent,pridavna-jmena-2-uroven,transparent,25.44024203308609
45,A cow is a _ animal.,useful,pridavna-jmena-2-uroven,useful,25.44024203308609
46,Iron is more _ than gold.,useful,pridavna-jmena-2-uroven,useful,16.75587370520247
46,Are my socks _ already?,dry,pridavna-jmena-2-uroven,dry,16.75587370520247
46,My fingertips are _ .,frozen,pridavna-jmena-2-uroven,frozen,16.75587370520247
46,The day was _ .,hot,pridavna-jmena-2-uroven,hot,16.75587370520247
47,Everybody knows him. He is very _ .,famous,pridavna-jmena-2-uroven,famous,9.106179922156759
47,That is a nice dress. You look _ .,beautiful,pridavna-jmena-2-uroven,beautiful,9.106179922156759
47,His dog is ill. He is _ .,sad,pridavna-jmena-2-uroven,sad,9.106179922156759
47,She has lot of money. She is _ .,rich,pridavna-jmena-2-uroven,rich,9.106179922156759
48,The lake is quite _ .,shallow,pridavna-jmena-2-uroven,shallow,16.44734606896371
48,Be careful! The box is very _ .,heavy,pridavna-jmena-2-uroven,heavy,16.44734606896371
48,Our street is very _ .,wide,pridavna-jmena-2-uroven,wide,16.44734606896371
48,That was a _ joke.,silly,pridavna-jmena-2-uroven,silly,16.44734606896371
48,I have a very _ knife.,sharp,pridavna-jmena-2-uroven,sharp,16.44734606896371
54,Wild animals live in the _ .,forest,krajina-svet-2-uroven,forest,12.348633341931173
54,The horse is at the _ .,farm,krajina-svet-2-uroven,farm,12.348633341931173
54,Look at this shining _ .,star,krajina-svet-2-uroven,star,12.348633341931173
54,We went swimming in the _ .,river,krajina-svet-2-uroven,river,12.348633341931173
55,This _ is deepest here.,river,krajina-svet-2-uroven,river,18.138072079682487
55,The _ was packed with tourists.,beach,krajina-svet-2-uroven,beach,18.138072079682487
55,Tom told me not to go into the _ .,cave,krajina-svet-2-uroven,cave,18.138072079682487
55,We're heading _ .,north,krajina-svet-2-uroven,north,18.138072079682487
56,A river flows through the _ .,valley,krajina-svet-2-uroven,valley,11.589744492477612
56,The _ is covered with snow.,mountain,krajina-svet-2-uroven,mountain,11.589744492477612
56,The station is to the _ of the hotel.,west,krajina-svet-2-uroven,west,11.589744492477612
56,The homes on the _ are very expensive.,coast,krajina-svet-2-uroven,coast,11.589744492477612
57,The moon is not always the same _ away from Earth.,distance,krajina-svet-2-uroven,distance,14.337346180813501
57,They stood on the top of the _ .,hill,krajina-svet-2-uroven,hill,14.337346180813501
57,The _ level is rising.,sea,krajina-svet-2-uroven,sea,14.337346180813501
57,The _ is yellow.,sun,krajina-svet-2-uroven,sun,14.337346180813501
58,It's warm today so you can swim in the _ .,sea,krajina-svet-2-uroven,sea,11.995989194920663
58,Many tourists come to see the _ .,waterfall,krajina-svet-2-uroven,waterfall,11.995989194920663
58,There are many rivers on that _ .,island,krajina-svet-2-uroven,island,11.995989194920663
58,They went _ climbing.,rock,krajina-svet-2-uroven,rock,11.995989194920663
59,Tom started chasing Mary around the _ .,playground,mesto-2-uroven,playground,11.872233773951548
59,He is studying history at the _ .,university,mesto-2-uroven,university,11.872233773951548
59,Which _ do I leave from?,airport,mesto-2-uroven,airport,11.872233773951548
59,The ship passed under the _ .,bridge,mesto-2-uroven,bridge,11.872233773951548
60,The _ is very long and very tall.,bridge,mesto-2-uroven,bridge,13.589627375007598
60,My children are at _ .,school,mesto-2-uroven,school,13.589627375007598
60,Tom bought a ticket to the _ for himself.,cinema,mesto-2-uroven,cinema,13.589627375007598
60,She works at the _ .,bank,mesto-2-uroven,bank,13.589627375007598
61,"When he entered the _ , the film had already begun.",cinema,mesto-2-uroven,cinema,13.166142706240171
61,Stop playing video games and get to the _ .,gym,mesto-2-uroven,gym,13.166142706240171
61,Our _ has five rooms.,flat,mesto-2-uroven,flat,13.166142706240171
61,The _ has many books.,library,mesto-2-uroven,library,13.166142706240171
62,I returned the book to the _ .,library,mesto-2-uroven,library,14.814014934568068
62,He went to the _ to mail the letter.,post office,mesto-2-uroven,post office,14.814014934568068
62,The palace has a tall _ .,tower,mesto-2-uroven,tower,14.814014934568068
62,The train is at the _ .,railway station,mesto-2-uroven,railway station,14.814014934568068
63,The demonstrators gathered in the _ .,square,mesto-2-uroven,square,14.044108728702671
63,It's the highest _ in this city.,building,mesto-2-uroven,building,14.044108728702671
63,I go to the _ on Sundays.,church,mesto-2-uroven,church,14.044108728702671
63,The purpose of a _ is to slow down traffic.,roundabout,mesto-2-uroven,roundabout,14.044108728702671
64,The _ usually opened at this time.,theatre,mesto-2-uroven,theatre,17.805598157052156
64,Whoever goes to _ believes in God.,church,mesto-2-uroven,church,17.805598157052156
64,Dozens of cars were parked in the _ .,parking lot,mesto-2-uroven,parking lot,17.805598157052156
64,I am doing shopping at the _ .,market,mesto-2-uroven,market,17.805598157052156
65,There are no restrooms in this _ .,building,mesto-2-uroven,building,15.662399029449197
65,She went to the _ to buy fresh vegetables.,market,mesto-2-uroven,market,15.662399029449197
65,He got off at the next _ .,bus stop,mesto-2-uroven,bus stop,15.662399029449197
65,The doctor works in a _ .,hospital,mesto-2-uroven,hospital,15.662399029449197
66,Your blouse goes beautifully with that _ .,skirt,obleceni-2-uroven,skirt,17.65381849364978
66,Tom bought a straw _ .,hat,obleceni-2-uroven,hat,17.65381849364978
66,Take your _ in case it rains.,raincoat,obleceni-2-uroven,raincoat,17.65381849364978
66,I can't read without _ .,glasses,obleceni-2-uroven,glasses,17.65381849364978
67,He cannot see anything without his _ .,glasses,obleceni-2-uroven,glasses,13.218923376358335
67,Franco has blue _ .,jeans,obleceni-2-uroven,jeans,13.218923376358335
67,Tom put his keys in his _ .,pocket,obleceni-2-uroven,pocket,13.218923376358335
67,She has a _ around her neck.,scarf,obleceni-2-uroven,scarf,13.218923376358335
68,What do you have in your _ ?,pocket,obleceni-2-uroven,pocket,12.97030284682246
68,Will you knit a _ for me?,sweater,obleceni-2-uroven,sweater,12.97030284682246
68,Do you prefer buying clothes with or without a _ ?,hood,obleceni-2-uroven,hood,12.97030284682246
68,Mary wears a sports _ for exercise.,bra,obleceni-2-uroven,bra,12.97030284682246
69,Fasten your seat _ .,belt,obleceni-2-uroven,belt,72.21143582508695
69,My _ is grey.,suit,obleceni-2-uroven,suit,72.21143582508695
69,Tom took his clothes off and put the _ on.,pyjamas,obleceni-2-uroven,pyjamas,72.21143582508695
69,My _ are wet.,underpants,obleceni-2-uroven,underpants,72.21143582508695
70,All the students were wearing black _ .,T-shirts,obleceni-2-uroven,T-shirts,23.322616839042173
70,He held her by the _ .,sleeve,obleceni-2-uroven,sleeve,23.322616839042173
70,There is a hole in his _ .,sock,obleceni-2-uroven,sock,23.322616839042173
70,Do I need a _ ?,tie,obleceni-2-uroven,tie,23.322616839042173
71,It looks like a fish _ got stuck in my throat.,bone,casti-tela-2-uroven,bone,13.67334916048656
71,Humans have very large _ .,brains,casti-tela-2-uroven,brains,13.67334916048656
71,Tom apologized for stepping on my _ .,foot,casti-tela-2-uroven,foot,13.67334916048656
71,The human _ consists of 23 bones.,skull,casti-tela-2-uroven,skull,13.67334916048656
72,Keep your _ out of my business.,nose,casti-tela-2-uroven,nose,11.835771424931885
72,Tom is biting his _ .,nails,casti-tela-2-uroven,nails,11.835771424931885
72,I bit my _ .,lip,casti-tela-2-uroven,lip,11.835771424931885
72,He ran his _ through her hair.,fingers,casti-tela-2-uroven,fingers,11.835771424931885
73,She never paints her _ red.,lips,casti-tela-2-uroven,lips,16.502534917177712
73,The back of my _ hurts.,neck,casti-tela-2-uroven,neck,16.502534917177712
73,Mary has blue _ .,eyes,casti-tela-2-uroven,eyes,16.502534917177712
73,I have tennis _ .,elbow,casti-tela-2-uroven,elbow,16.502534917177712
74,I kissed her on her _ .,forehead,casti-tela-2-uroven,forehead,14.980944785860835
74,You should not drink on an empty _ .,stomach,casti-tela-2-uroven,stomach,14.980944785860835
74,Her _ is as white as snow.,skin,casti-tela-2-uroven,skin,14.980944785860835
74,Tom hurt his _ .,knee,casti-tela-2-uroven,knee,14.980944785860835
75,Wash your _ and hands.,face,casti-tela-2-uroven,face,18.498461541915983
75,I had a _ pulled.,tooth,casti-tela-2-uroven,tooth,18.498461541915983
75,Mary had her _ read.,palm,casti-tela-2-uroven,palm,18.498461541915983
75,Alcohol damages the _ .,liver,casti-tela-2-uroven,liver,18.498461541915983
76,How do you _ that in German?,say,slovesa-komunikace-2-uroven,say,20.07816811583371
76,You should _ the weather before you go out.,check,slovesa-komunikace-2-uroven,check,20.07816811583371
76,I _ your help.,appreciate,slovesa-komunikace-2-uroven,appreciate,20.07816811583371
76,He doesn't have a job. He needs to _ for money.,beg,slovesa-komunikace-2-uroven,beg,20.07816811583371
77,Can she _ this book? ,borrow,slovesa-komunikace-2-uroven,borrow,18.412524770790075
77,I would like to _ that we are coming. ,confirm,slovesa-komunikace-2-uroven,confirm,18.412524770790075
77,They _ with you. ,disagree,slovesa-komunikace-2-uroven,disagree,18.412524770790075
77,You should _ these cards into two groups.,divide,slovesa-komunikace-2-uroven,divide,18.412524770790075
78,Will you _ us for dinner tonight?,join,slovesa-komunikace-2-uroven,join,23.889962856430902
78,Did you _ when he fell?,notice,slovesa-komunikace-2-uroven,notice,23.889962856430902
78,Visitors have to _ a permit.,obtain,slovesa-komunikace-2-uroven,obtain,23.889962856430902
78,Let's _ we are rich!,pretend,slovesa-komunikace-2-uroven,pretend,23.889962856430902
79,You should _ the package in three days.,receive,slovesa-komunikace-2-uroven,receive,18.4074557086319
79,She shouldn't _ at strangers.,shout,slovesa-komunikace-2-uroven,shout,18.4074557086319
79,The doctor will _ their wounds.,examine,slovesa-komunikace-2-uroven,examine,18.4074557086319
79,How do you _ his behaviour?,interpret,slovesa-komunikace-2-uroven,interpret,18.4074557086319
80,If you're happy and you know it _ your hands!,clap,pohybova-slovesa-2-uroven,clap,23.5859131132588
80,It's not far. We can _ there.,walk,pohybova-slovesa-2-uroven,walk,23.5859131132588
80,They can't _ on the bed.,jump,pohybova-slovesa-2-uroven,jump,23.5859131132588
80,You should definitely _ tomorrow!,come,pohybova-slovesa-2-uroven,come,23.5859131132588
80,Be careful not to _ the glass.,drop,pohybova-slovesa-2-uroven,drop,23.5859131132588
81,When did you _ here?,arrive,pohybova-slovesa-3-uroven,arrive,27.724160720364424
81,Don't _ over the railing.,bend,pohybova-slovesa-3-uroven,bend,27.724160720364424
81,"They like to _ down the street, playing soldiers.",march,pohybova-slovesa-3-uroven,march,27.724160720364424
81,Sometimes I _ him on the street.,pass,pohybova-slovesa-3-uroven,pass,27.724160720364424
81,Your temperature shouldn't _ anymore.,rise,pohybova-slovesa-3-uroven,rise,27.724160720364424
82,"If you are careful, you can _ right past them.",slip,pohybova-slovesa-3-uroven,slip,18.003347225890057
82,Monkeys like to _ on the trees.,swing,pohybova-slovesa-3-uroven,swing,18.003347225890057
82,"Please, _ me alone for a moment.",leave,pohybova-slovesa-3-uroven,leave,18.003347225890057
82,Don't _ me with those dirty hands!,touch,pohybova-slovesa-3-uroven,touch,18.003347225890057
82,I prefer not to _ myself to anything.,bind,pohybova-slovesa-3-uroven,bind,18.003347225890057
83,We will _ the animals back into the wild.,release,pohybova-slovesa-3-uroven,release,18.104897725057487
83,They should _ at some point.,appear,pohybova-slovesa-3-uroven,appear,18.104897725057487
83,"If it falls into the water, it's going to _ .",sink,pohybova-slovesa-3-uroven,sink,18.104897725057487
83,We should make up and _ .,embrace,pohybova-slovesa-3-uroven,embrace,18.104897725057487
83,She has to _ the laundry first.,sort,pohybova-slovesa-3-uroven,sort,18.104897725057487
84,We need to _ the costs.,cut down,frazova-slovesa-2-uroven,cut down,17.570566227147793
84,I will _ the problem.,look into,frazova-slovesa-2-uroven,look into,17.570566227147793
84,You can not _ to the pressure.,give in,frazova-slovesa-2-uroven,give in,17.570566227147793
84,She wants to _ .,go away,frazova-slovesa-2-uroven,go away,17.570566227147793
85,You should _ something warm.,put on,frazova-slovesa-2-uroven,put on,34.26180333132777
85,I think the car is going to _ soon.,break down,frazova-slovesa-2-uroven,break down,34.26180333132777
85,They need to _ of the house.,move out,frazova-slovesa-2-uroven,move out,34.26180333132777
85,The prisoners should be _ .,set free,frazova-slovesa-2-uroven,set free,34.26180333132777
86,You can’t _ on your colleagues.,look down,frazova-slovesa-2-uroven,hang up,21.00579103882172
86,"Please, _ with your exercise.",go on,frazova-slovesa-2-uroven,go on,21.00579103882172
86,She will _ on me. ,hang up,frazova-slovesa-2-uroven,look down,21.00579103882172
86,We will soon _ of potatoes. ,run out,frazova-slovesa-2-uroven,run out,21.00579103882172
87,She should _ with him.,break up,frazova-slovesa-2-uroven,break up,15.502408474431864
87,He will _ the files.,look through,frazova-slovesa-2-uroven,look through,15.502408474431864
87,They don’t _ very well.,get on,frazova-slovesa-2-uroven,get on,15.502408474431864
87,Don’t _ calling him. ,put off,frazova-slovesa-2-uroven,put off,15.502408474431864
88,I will _ the page you sent me. ,check out,frazova-slovesa-2-uroven,check out,12.822088437037293
88,The children will _ faster than you think.,grow up,frazova-slovesa-2-uroven,grow up,12.822088437037293
88,Let’s _ for now.,split up,frazova-slovesa-2-uroven,split up,12.822088437037293
88,He needs to _ more if he wants to be in shape.,work out,frazova-slovesa-2-uroven,work out,12.822088437037293
89,You shouldn’t _ people who are speaking.,cut off,frazova-slovesa-2-uroven,cut off,18.237870954684233
89,She wants her dreams to _ . ,come true,frazova-slovesa-2-uroven,come true,18.237870954684233
89,They are going to _ together next month.,move in,frazova-slovesa-2-uroven,move in,18.237870954684233
89,I want to _ on an adventure. ,set out,frazova-slovesa-2-uroven,set out,18.237870954684233
90,He didn’t _ yesterday.,show up,frazova-slovesa-2-uroven,show up,23.871983128591054
90,I hope it don’t _ as rude.,come across,frazova-slovesa-2-uroven,come across,23.871983128591054
90,Will you _ my cat?,look after,frazova-slovesa-2-uroven,look after,23.871983128591054
90,She _ for a raise.,put in,frazova-slovesa-2-uroven,put in,23.871983128591054
91,It shouldn’t _ the whole population.,cut across,frazova-slovesa-2-uroven,cut across,17.26842321673469
91,Don’t forget to _ his number.,put down,frazova-slovesa-2-uroven,put down,17.26842321673469
91,The handle will _ if you force it.,come off,frazova-slovesa-2-uroven,come off,17.26842321673469
91,You can _ it in some book.,look for,frazova-slovesa-2-uroven,look for,17.26842321673469
93,Our _ sleeps all day.,cat,zvirata-mix-2-uroven,cat,12.097578406216671
93,We keep _ for wool and milk.,sheep,zvirata-mix-2-uroven,sheep,12.097578406216671
93,You can ride a _ or use it for work.,horse,zvirata-mix-2-uroven,horse,12.097578406216671
93,The feather is from that _ .,chicken,zvirata-mix-2-uroven,chicken,12.097578406216671
94,You can give the carrot to the _ .,rabbit,zvirata-mix-1-uroven,donkey,8.963323750407184
94,There is a _ on the pond.,duck,zvirata-mix-1-uroven,duck,8.963323750407184
94,The milk comes from this _ .,cow,zvirata-mix-1-uroven,cow,8.963323750407184
94,It’s better to use _ for work than for riding. ,donkey,zvirata-mix-1-uroven,rabbit,8.963323750407184
95,A _ lays eggs.,hen,zvirata-mix-2-uroven,hen,13.25638617830123
95,We have a lots of hens but only one _ .,cock,zvirata-mix-2-uroven,cock,13.25638617830123
95,A baby dog is called _ . ,puppy,zvirata-mix-2-uroven,puppy,13.25638617830123
95,Our _ likes to climb on everything.,goat,zvirata-mix-2-uroven,goat,13.25638617830123
96,A baby cat is called _ .,kitten,zvirata-mix-2-uroven,kitten,9.539038686299845
96,There is a _ guarding the house.,dog,zvirata-mix-2-uroven,dog,9.539038686299845
96,A _ will eat almost anything.,pig,zvirata-mix-2-uroven,pig,9.539038686299845
96,A _ can swim very well.,goose,zvirata-mix-2-uroven,goose,9.539038686299845
97,A male horse is called _ .,stallion,zvirata-mix-3-uroven,stallion,23.185009228742164
97,A female horse is called _ .,mare,zvirata-mix-3-uroven,mare,23.185009228742164
