id;ps;problem
845;47;22
846;47;23
847;69;24
848;46;25
849;108;26
850;46;27
851;46;28
852;47;29
853;108;30
854;44;31
855;108;32
856;43;33
857;43;34
858;43;35
859;42;36
860;42;37
861;44;38
862;108;39
863;46;40
864;108;41
865;47;42
866;47;43
908;160;185
909;1;186
910;160;187
911;160;188
912;1;189
913;1;190
914;1;191
915;1;192
916;1;193
917;1;194
918;160;195
919;1;196
921;14;198
922;161;199
923;161;200
924;14;201
925;161;202
926;161;203
927;2;204
928;2;205
929;2;206
930;2;207
931;2;208
933;48;2
934;49;44
935;49;45
936;49;46
937;49;47
938;49;48
939;49;49
940;43;50
941;43;51
942;42;52
943;42;53
944;43;54
945;42;55
946;43;56
948;42;58
949;69;59
950;108;60
951;46;61
952;69;62
953;46;63
955;18;47
956;18;48
957;18;49
958;18;50
959;51;51
960;18;52
961;51;53
962;51;54
963;51;55
964;52;56
965;52;57
966;52;58
967;52;59
968;50;60
969;51;61
971;53;2
978;55;3
979;64;4
980;56;5
981;54;6
982;55;7
983;55;8
984;54;9
985;56;10
986;65;11
987;56;12
988;48;13
989;55;14
990;130;15
992;48;17
993;54;18
994;48;19
995;55;20
996;55;21
997;65;22
998;55;23
999;56;24
1000;55;25
1001;130;26
1002;64;27
1003;130;28
1004;48;29
1005;58;30
1006;58;31
1007;58;32
1008;64;33
1009;54;34
1010;55;35
1011;58;36
1012;65;37
1013;53;9
1014;53;10
1015;53;11
1016;59;12
1017;59;13
1018;61;14
1019;156;15
1020;156;16
1021;60;17
1022;59;18
1023;59;19
1024;53;20
1025;53;21
1026;53;22
1027;59;23
1028;59;24
1029;59;25
1030;59;26
1031;157;27
1032;156;28
1033;156;29
1034;61;30
1035;61;31
1036;61;32
1037;61;33
1040;59;34
1041;156;35
1042;60;36
1043;156;37
1044;59;38
1045;60;39
1046;157;40
1047;62;40
1048;62;41
1049;56;42
1050;62;43
1051;62;44
1053;62;46
1054;60;41
1055;157;42
1056;60;43
1057;53;44
1058;53;45
1059;61;46
1060;61;47
1061;63;48
1062;63;49
1063;63;50
1064;63;51
1065;63;52
1066;61;53
1067;54;47
1068;64;48
1069;58;49
1071;56;51
1072;56;52
1073;18;62
1074;50;63
1075;50;64
1076;51;65
1077;51;66
1078;52;67
1079;33;68
1080;155;69
1081;10;70
1082;9;71
1083;9;72
1084;155;73
1085;155;74
1400;160;524
1401;160;525
1402;160;526
1403;160;527
1404;160;528
1405;160;529
1406;31;530
1407;31;531
1408;31;532
1409;31;533
1410;31;534
1411;31;535
1412;31;536
1413;31;537
1414;31;538
1415;31;539
1416;31;540
1417;3;541
1418;3;542
1419;3;543
1420;3;544
1421;3;545
1422;3;546
1423;3;547
1424;3;548
1425;14;549
1426;14;550
1427;14;551
1428;14;552
1429;14;553
1430;161;554
1431;2;555
1432;2;556
1433;2;557
1434;2;558
1435;2;559
1436;2;560
1437;2;561
1438;17;562
1439;17;563
1440;17;564
1441;17;565
1442;17;566
1443;17;567
1444;17;568
1445;16;569
1446;16;570
1447;16;571
1448;16;572
1449;16;573
1450;16;574
1451;16;575
1452;16;576
1453;15;577
1454;13;578
1455;13;579
1456;15;580
1457;13;581
1458;13;582
1459;13;583
1460;13;584
1461;15;585
1462;15;586
1463;15;587
1464;15;588
1465;13;589
1466;13;590
1467;15;591
1468;15;592
1469;15;593
1470;15;594
1471;32;595
1472;32;596
1473;32;597
1474;32;598
1475;32;599
1476;32;600
1477;32;601
1478;66;602
1479;66;603
1480;66;604
1481;66;605
1482;66;606
1483;66;607
1484;66;608
1485;66;609
1486;66;610
1487;66;611
1488;66;612
1489;66;613
1490;66;614
1491;130;53
1492;64;54
1493;56;55
1494;130;56
1495;121;64
1496;69;65
1497;44;66
1498;121;67
1499;69;68
1500;121;69
1501;121;70
1502;69;71
1503;46;72
1504;31;615
1505;70;1
1506;70;2
1507;72;3
1508;72;4
1510;72;2
1513;72;5
1514;72;6
1515;72;7
1516;73;8
1517;73;9
1518;73;10
1519;73;11
1520;73;12
1593;74;13
1594;74;14
1595;74;15
1596;74;16
1633;76;113
1634;76;114
1635;76;115
1636;76;116
1637;76;117
1638;76;118
1639;76;119
1640;76;120
1641;76;121
1642;76;122
1643;77;123
1644;77;124
1645;77;125
1646;77;126
1647;77;127
1648;77;128
1649;79;129
1650;79;130
1651;79;131
1652;79;132
1653;79;133
1654;79;134
1655;79;135
1656;79;136
1657;80;137
1658;80;138
1659;80;139
1660;80;140
1661;80;141
1662;80;142
1663;80;143
1664;78;144
1665;78;145
1666;78;146
1667;78;147
1668;78;148
1669;105;1
1670;105;2
1671;105;3
1672;106;4
1673;106;5
1674;106;6
1675;106;7
1676;107;8
1677;107;9
1678;105;10
1679;42;73
1680;42;74
1681;42;75
1682;121;76
1683;44;77
1684;121;78
1685;121;79
1686;108;80
1687;69;81
1688;69;82
1689;46;83
1690;44;84
1691;119;1
1692;119;2
1693;119;3
1694;153;4
1695;117;5
1696;111;6
1697;111;7
1700;111;10
1701;111;11
1702;153;12
1703;111;13
1704;111;14
1705;119;15
1706;153;16
1707;111;17
1709;119;19
1710;111;20
1711;119;21
1712;153;22
1713;119;23
1714;119;24
1715;115;25
1716;117;26
1717;111;27
1718;119;28
1719;111;29
1720;116;30
1721;116;31
1722;119;32
1723;119;33
1724;119;34
1725;115;35
1726;153;36
1727;115;37
1728;153;38
1729;112;39
1730;153;40
1731;111;41
1738;112;42
1740;112;44
1741;120;57
1742;120;58
1743;120;59
1744;120;60
1745;65;61
1746;120;62
1747;120;63
1748;120;64
1749;120;65
1750;65;66
1751;47;85
1752;47;86
1753;121;87
1754;56;67
1755;122;68
1756;122;69
1757;65;70
1758;122;71
1759;122;72
1760;122;73
1761;122;74
1762;122;75
1763;122;76
1764;117;45
1765;112;46
1766;112;47
1767;112;48
1768;115;49
1780;130;77
1781;65;78
1782;56;79
1783;56;80
1784;122;81
1785;122;82
1786;130;83
1787;65;84
1789;125;18
1790;125;19
1791;125;20
1792;125;21
1795;124;24
1796;124;25
1805;127;34
1807;127;36
1808;128;85
1809;128;86
1810;142;37
1811;142;38
1812;129;39
1813;129;40
1815;128;87
1816;128;88
1817;128;89
1818;65;90
1819;128;91
1820;128;92
1821;128;93
1823;48;94
1824;54;95
1825;54;96
1828;126;45
1830;126;47
1831;129;48
1832;142;49
1833;142;50
1834;129;51
1835;142;52
1836;126;53
1837;126;54
1838;126;55
1839;132;0
1841;128;97
1842;65;98
1843;65;99
1844;133;56
1845;134;2
1846;134;3
1847;134;4
1848;134;5
1849;140;6
1850;135;7
1851;135;8
1852;133;57
1853;133;58
1854;137;59
1855;137;60
1856;138;9
1857;133;61
1858;133;62
1859;137;63
1860;137;64
1861;137;65
1862;139;66
1863;139;67
1864;139;68
1865;159;10
1866;136;11
1867;140;12
1868;134;13
1869;135;14
1870;134;15
1871;135;16
1872;143;17
1873;124;69
1874;124;70
1875;127;71
1876;140;18
1877;140;19
1878;140;20
1879;136;21
1880;159;22
1881;136;23
1882;136;24
1883;136;25
1884;159;26
1885;135;27
1886;127;72
1887;127;73
1888;138;28
1889;138;29
1890;138;30
1891;138;31
1892;143;32
1893;143;33
1894;140;34
1895;134;35
1896;134;36
1897;159;37
1898;143;38
1899;143;39
1900;136;40
1901;159;41
1902;125;74
1903;125;75
1904;125;76
1905;125;77
1906;139;78
1907;139;79
1908;141;42
1909;141;43
1910;141;44
1911;135;45
1912;141;46
1913;135;47
1914;124;80
1915;135;48
1917;107;11
1918;107;12
1919;107;13
1933;1;629
1934;160;630
1935;160;631
1936;1;632
1937;1;633
1938;160;634
1939;1;635
1941;160;637
1942;160;638
1943;160;639
1944;160;640
1945;160;641
1946;135;49
1947;143;50
1948;143;51
1949;145;14
1950;145;15
1951;105;16
1952;106;17
1953;145;18
1954;146;19
1955;146;20
1959;144;4
1960;144;5
1961;144;6
1962;144;7
1963;144;8
1964;144;9
1965;144;10
1966;144;11
1967;144;12
1968;144;13
1969;144;14
1970;144;15
1971;144;16
1972;144;17
1973;144;18
1974;144;19
1975;144;20
1976;144;21
1977;144;22
1978;144;23
1979;144;24
1980;144;25
1981;144;26
1982;144;27
1983;144;28
1984;144;29
1985;144;30
1986;144;31
1987;144;32
1988;144;33
1989;17;642
1990;17;643
1991;17;644
1992;17;645
1993;17;646
1994;17;647
1995;17;648
1996;17;649
1997;17;650
1998;147;34
1999;147;35
2000;147;36
2001;147;37
2002;147;38
2003;147;39
2004;147;40
2005;147;41
2006;147;42
2007;147;43
2008;147;44
2009;147;45
2010;147;46
2011;147;47
2012;147;48
2013;147;49
2014;147;50
2015;147;51
2016;147;52
2017;147;53
2018;147;54
2019;31;651
2020;31;652
2021;31;653
2022;31;654
2023;31;655
2024;31;656
2025;148;55
2026;148;56
2027;148;57
2028;148;58
2029;148;59
2030;148;60
2031;148;61
2032;148;62
2033;148;63
2034;148;64
2035;148;65
2036;148;66
2037;148;67
2038;135;52
2039;140;53
2040;140;54
2041;141;55
2077;149;692
2078;149;693
2079;149;694
2080;149;695
2081;149;696
2082;149;697
2083;149;698
2084;149;699
2085;149;700
2086;149;701
2087;149;702
2088;149;703
2089;149;704
2090;149;705
2091;149;706
2092;149;707
2093;149;708
2094;149;709
2095;149;710
2096;149;711
2097;149;712
2098;149;713
2099;149;714
2100;149;715
2101;149;716
2102;149;717
2103;149;718
2104;149;719
2105;149;720
2106;149;721
2107;149;722
2108;149;723
2109;149;724
2110;149;725
2111;149;726
2112;14;727
2113;161;728
2114;161;729
2115;161;730
2116;14;731
2117;14;732
2118;161;733
2119;161;734
2120;161;735
2121;14;736
2122;161;737
2123;161;738
2124;161;739
2125;161;740
2126;14;741
2127;31;742
2129;31;744
2130;31;745
2131;31;746
2132;31;747
2133;31;748
2134;31;749
2135;31;750
2136;31;751
2137;15;752
2138;15;753
2139;13;754
2140;13;755
2141;15;756
2142;15;757
2143;13;758
2144;15;759
2145;15;760
2146;15;761
2147;13;762
2148;13;763
2149;13;764
2150;15;765
2151;13;766
2152;15;767
2153;13;768
2154;13;769
2155;13;770
2156;150;68
2157;150;69
2158;150;70
2159;150;71
2160;150;72
2161;150;73
2162;150;74
2163;150;75
2164;150;76
2165;150;77
2166;150;78
2167;150;79
2168;150;80
2169;150;81
2170;150;82
2171;150;83
2172;150;84
2173;150;85
2174;150;86
2175;150;87
2176;150;88
2177;152;89
2178;152;90
2179;152;91
2180;152;92
2181;152;93
2182;152;94
2183;152;95
2184;152;96
2185;152;97
2186;152;98
2187;152;99
2188;152;100
2189;152;101
2190;152;102
2191;152;103
2192;152;104
2193;152;105
2194;152;106
2195;2;771
2196;2;772
2197;2;773
2198;2;774
2199;2;775
2200;2;776
2201;2;777
2202;2;778
2203;2;779
2204;2;780
2205;2;781
2214;3;790
2215;3;791
2216;3;792
2217;3;793
2218;3;794
2219;3;795
2220;3;796
2221;3;797
2222;3;798
2223;112;50
2224;112;51
2225;112;52
2226;115;53
2227;115;54
2228;117;55
2229;116;56
2230;116;57
2232;21;58
2233;155;75
2234;50;76
2235;11;77
2236;11;78
2237;11;79
2238;52;80
2239;12;81
2240;51;82
2241;12;83
2242;156;54
2243;156;55
2244;156;56
2245;61;57
2246;157;58
2247;157;59
2248;157;60
2249;53;61
2250;53;62
2251;60;63
2252;157;64
2253;59;65
2254;61;66
2255;156;67
2256;60;68
2257;61;69
2258;53;70
2259;53;71
2260;156;72
2261;60;73
2262;60;74
2263;61;75
2264;158;56
2265;158;57
2266;158;58
2267;158;59
2268;158;60
2269;158;61
2270;134;62
2271;158;63
2272;135;64
2273;158;65
2274;158;66
2275;158;67
2276;18;84
2277;50;85
2278;51;86
2279;52;87
2280;11;88
2281;52;89
2282;18;90
2283;64;100
2284;64;101
2285;64;102
2286;62;103
2287;62;104
2288;65;105
2289;58;106
2290;115;58
2291;62;107
2292;58;108
2293;56;109
2294;65;110
2295;65;111
2296;65;112
2297;112;59
2298;112;60
2299;115;61
2300;115;62
2301;116;63
2302;116;64
2303;117;65
2304;117;66
2305;115;67
2306;153;68
2307;50;91
2308;51;92
2309;52;93
2310;10;94
2311;9;95
2312;1;799
2313;160;800
2314;160;801
2315;160;802
2316;1;803
2317;160;804
2318;160;805
2319;160;806
2320;160;807
2321;160;808
2322;160;809
2323;1;810
2324;1;811
2325;1;812
2326;1;813
2327;160;814
2328;1;815
2329;160;816
2330;160;817
2331;160;818
2332;160;819
2333;160;820
2334;1;821
2335;1;822
2336;1;823
2337;1;824
2338;1;825
2339;1;826
2340;160;827
2341;160;828
2342;160;829
2343;160;830
2344;1;831
2345;1;832
2346;160;833
2347;160;834
2348;1;835
2349;160;836
2350;1;837
2351;1;838
2352;1;839
2353;160;840
2354;160;841
2355;1;842
2356;1;843
2357;1;844
2358;160;845
2359;1;846
2360;1;847
2361;160;848
2362;1;849
2363;160;850
2364;1;851
2365;160;852
2366;1;853
2367;1;854
2368;1;855
2369;160;856
2370;160;857
2371;160;858
2372;1;859
2373;1;860
2374;160;861
2375;1;862
2376;14;863
2377;14;864
2378;161;865
2379;14;866
2380;161;867
2381;161;868
2382;14;869
2383;161;870
2384;14;871
2385;161;872
2386;14;873
2387;161;874
2388;14;875
2389;14;876
2390;14;877
2391;161;878
2392;14;879
2393;161;880
2394;161;881
2395;14;882
2396;14;883
2397;14;884
2398;161;885
2399;161;886
2400;14;887
2401;161;888
2402;14;889
2403;14;890
2404;14;891
2405;14;892
2406;14;893
2407;14;894
2408;14;895
2409;161;896
2410;14;897
2411;14;898
2412;14;899
2413;14;900
2414;14;901
2415;14;902
2416;14;903
2417;14;904
