id;ps;problem
896;37;896
897;37;897
898;37;898
899;37;899
900;37;900
901;37;901
902;37;902
903;37;903
904;37;904
905;37;905
906;37;906
907;37;907
908;37;908
909;37;909
910;37;910
911;37;911
912;37;912
913;37;913
914;37;914
915;37;915
916;37;916
917;37;917
918;37;918
919;37;919
920;37;920
921;37;921
922;37;922
923;38;923
924;38;924
925;38;925
926;38;926
927;38;927
928;38;928
929;38;929
930;38;930
931;38;931
932;38;932
933;38;933
934;38;934
935;38;935
936;38;936
937;38;937
938;38;938
939;38;939
940;38;940
941;38;941
942;38;942
943;38;943
944;38;944
945;38;945
946;38;946
947;38;947
948;38;948
949;38;949
950;38;950
951;38;951
952;38;952
953;39;953
954;39;954
955;39;955
956;39;956
957;39;957
958;39;958
959;39;959
960;39;960
961;39;961
962;39;962
963;39;963
964;39;964
965;39;965
966;39;966
967;39;967
968;39;968
969;39;969
970;39;970
971;39;971
972;39;972
973;40;973
974;40;974
975;40;975
976;40;976
977;40;977
978;40;978
979;40;979
980;40;980
981;40;981
982;40;982
983;40;983
984;40;984
985;40;985
986;40;986
987;40;987
988;40;988
989;40;989
990;40;990
991;40;991
992;40;992
993;41;993
994;41;994
995;41;995
996;41;996
997;41;997
998;41;998
999;41;999
1000;41;1000
1001;41;1001
1002;41;1002
1003;41;1003
1004;41;1004
1005;41;1005
1006;41;1006
1007;41;1007
1008;41;1008
1009;41;1009
1010;41;1010
1011;41;1011
1012;41;1012
1013;42;1013
1014;42;1014
1015;42;1015
1016;42;1016
1017;42;1017
1018;42;1018
1019;42;1019
1020;42;1020
1021;42;1021
1022;42;1022
1023;42;1023
1024;42;1024
1025;42;1025
1026;42;1026
1027;42;1027
1028;42;1028
1029;42;1029
1030;42;1030
1031;42;1031
1032;42;1032
1033;43;1033
1034;43;1034
1035;43;1035
1036;43;1036
1037;43;1037
1038;43;1038
1039;43;1039
1040;43;1040
1041;43;1041
1042;43;1042
1043;43;1043
1044;43;1044
1045;43;1045
1046;43;1046
1047;43;1047
1048;43;1048
1049;43;1049
1050;43;1050
1051;43;1051
1052;43;1052
1053;44;1053
1054;44;1054
1055;44;1055
1056;44;1056
1057;44;1057
1058;44;1058
1059;44;1059
1060;44;1060
1061;44;1061
1062;44;1062
1063;44;1063
1064;44;1064
1065;44;1065
1066;44;1066
1067;44;1067
1068;44;1068
1069;44;1069
1070;44;1070
1071;44;1071
1072;44;1072
1073;45;1073
1074;45;1074
1075;45;1075
1076;45;1076
1077;45;1077
1078;45;1078
1079;45;1079
1080;45;1080
1081;45;1081
1082;45;1082
1083;45;1083
1084;45;1084
1085;45;1085
1086;45;1086
1087;45;1087
1088;45;1088
1089;45;1089
1090;45;1090
1091;45;1091
1092;45;1092
1093;46;1093
1094;46;1094
1095;46;1095
1096;46;1096
1097;46;1097
1098;46;1098
1099;46;1099
1100;46;1100
1101;46;1101
1102;46;1102
1103;46;1103
1104;46;1104
1105;46;1105
1106;46;1106
1107;46;1107
1108;46;1108
1109;46;1109
1110;46;1110
1111;46;1111
1112;46;1112
1113;47;1113
1114;47;1114
1115;47;1115
1116;47;1116
1117;47;1117
1118;47;1118
1119;47;1119
1120;47;1120
1121;47;1121
1122;47;1122
1123;47;1123
1124;47;1124
1125;47;1125
1126;47;1126
1127;47;1127
1128;47;1128
1129;47;1129
1130;47;1130
1131;47;1131
1132;47;1132
1133;48;1133
1134;48;1134
1135;48;1135
1136;48;1136
1137;48;1137
1138;48;1138
1139;48;1139
1140;48;1140
1141;48;1141
1142;48;1142
1143;48;1143
1144;48;1144
1145;48;1145
1146;48;1146
1147;48;1147
1148;48;1148
1149;48;1149
1150;48;1150
1151;48;1151
1152;48;1152
1153;49;1153
1154;49;1154
1155;49;1155
1156;49;1156
1157;49;1157
1158;49;1158
1159;49;1159
1160;49;1160
1161;49;1161
1162;49;1162
1163;49;1163
1164;49;1164
1165;49;1165
1166;49;1166
1167;49;1167
1168;49;1168
1169;49;1169
1170;49;1170
1171;49;1171
1172;49;1172
1173;50;1173
1174;50;1174
1175;50;1175
1176;50;1176
1177;50;1177
1178;50;1178
1179;50;1179
1180;50;1180
1181;50;1181
1182;50;1182
1183;50;1183
1184;50;1184
1185;50;1185
1186;50;1186
1187;50;1187
1188;50;1188
1189;50;1189
1190;50;1190
1191;50;1191
1192;50;1192
1193;51;1193
1194;51;1194
1195;51;1195
1196;51;1196
1197;51;1197
1198;51;1198
1199;51;1199
1200;51;1200
1201;51;1201
1202;51;1202
1203;51;1203
1204;51;1204
1205;51;1205
1206;51;1206
1207;51;1207
1208;51;1208
1209;51;1209
1210;51;1210
1211;51;1211
1212;51;1212
1213;52;1213
1214;52;1214
1215;52;1215
1216;52;1216
1217;52;1217
1218;52;1218
1219;52;1219
1220;52;1220
1221;52;1221
1222;52;1222
1223;52;1223
1224;52;1224
1225;52;1225
1226;52;1226
1227;52;1227
1228;52;1228
1229;52;1229
1230;52;1230
1231;52;1231
1232;52;1232
1233;53;1233
1234;53;1234
1235;53;1235
1236;53;1236
1237;53;1237
1238;53;1238
1239;53;1239
1240;53;1240
1241;53;1241
1242;53;1242
1243;53;1243
1244;53;1244
1245;53;1245
1246;53;1246
1247;53;1247
1248;53;1248
1249;53;1249
1250;53;1250
1251;53;1251
1252;53;1252
1253;54;1253
1254;54;1254
1255;54;1255
1256;54;1256
1257;54;1257
1258;54;1258
1259;54;1259
1260;54;1260
1261;54;1261
1262;54;1262
1263;54;1263
1264;54;1264
1265;54;1265
1266;54;1266
1267;54;1267
1268;54;1268
1269;54;1269
1270;54;1270
1271;54;1271
1272;54;1272
1273;55;1273
1274;55;1274
1275;55;1275
1276;55;1276
1277;55;1277
1278;55;1278
1279;55;1279
1280;55;1280
1281;55;1281
1282;55;1282
1283;55;1283
1284;55;1284
1285;55;1285
1286;55;1286
1287;55;1287
1288;55;1288
1289;55;1289
1290;55;1290
1291;55;1291
1292;55;1292
1293;56;1293
1294;56;1294
1295;56;1295
1296;56;1296
1297;56;1297
1298;56;1298
1299;56;1299
1300;56;1300
1301;56;1301
1302;56;1302
1303;56;1303
1304;56;1304
1305;56;1305
1306;56;1306
1307;56;1307
1308;56;1308
1309;56;1309
1310;56;1310
1311;56;1311
1312;56;1312
1313;57;1313
1314;57;1314
1315;57;1315
1316;57;1316
1317;57;1317
1318;57;1318
1319;57;1319
1320;57;1320
1321;57;1321
1322;57;1322
1323;57;1323
1324;57;1324
1325;57;1325
1326;57;1326
1327;57;1327
1328;57;1328
1329;57;1329
1330;57;1330
1331;57;1331
1332;57;1332
1333;58;1333
1334;58;1334
1335;58;1335
1336;58;1336
1337;58;1337
1338;58;1338
1339;58;1339
1340;58;1340
1341;58;1341
1342;58;1342
1343;58;1343
1344;58;1344
1345;58;1345
1346;58;1346
1347;58;1347
1348;58;1348
1349;58;1349
1350;58;1350
1351;58;1351
1352;58;1352
1353;59;1353
1354;59;1354
1355;59;1355
1356;59;1356
1357;59;1357
1358;59;1358
1359;59;1359
1360;59;1360
1361;59;1361
1362;59;1362
1363;59;1363
1364;59;1364
1365;59;1365
1366;59;1366
1367;59;1367
1368;59;1368
1369;59;1369
1370;59;1370
1371;59;1371
1372;60;1372
1373;60;1373
1374;60;1374
1375;60;1375
1376;60;1376
1377;60;1377
1378;60;1378
1379;60;1379
1380;60;1380
1381;60;1381
1382;60;1382
1383;60;1383
1384;60;1384
1385;60;1385
1386;60;1386
1387;60;1387
1388;60;1388
1389;60;1389
1390;60;1390
1391;60;1391
1392;61;1392
1393;61;1393
1394;61;1394
1395;61;1395
1396;61;1396
1397;61;1397
1398;61;1398
1399;61;1399
1400;61;1400
1401;61;1401
1402;61;1402
1403;61;1403
1404;61;1404
1405;61;1405
1406;61;1406
1407;61;1407
1408;61;1408
1409;61;1409
1410;61;1410
1411;61;1411
1412;63;1412
1413;63;1413
1414;62;1414
1415;62;1415
1416;62;1416
1417;62;1417
1418;62;1418
1419;62;1419
1420;62;1420
1421;62;1421
1422;62;1422
1423;62;1423
1424;62;1424
1425;62;1425
1426;62;1426
1427;62;1427
1428;62;1428
1429;62;1429
1430;62;1430
1431;62;1431
1432;64;1432
1433;64;1433
1434;64;1434
1435;64;1435
1436;64;1436
1437;64;1437
1438;64;1438
1439;64;1439
1440;64;1440
1441;64;1441
1442;64;1442
1443;64;1443
1444;64;1444
1445;64;1445
1446;64;1446
1447;64;1447
1448;64;1448
1449;64;1449
1450;64;1450
1451;64;1451
1452;65;1452
1453;65;1453
1454;65;1454
1455;65;1455
1456;65;1456
1457;65;1457
1458;65;1458
1459;65;1459
1460;65;1460
1461;65;1461
1462;65;1462
1463;65;1463
1464;65;1464
1465;65;1465
1466;65;1466
1467;65;1467
1468;65;1468
1469;65;1469
1470;65;1470
1471;65;1471
1472;66;1472
1473;66;1473
1474;66;1474
1475;66;1475
1476;66;1476
1477;66;1477
1478;66;1478
1479;66;1479
1480;66;1480
1481;66;1481
1482;66;1482
1483;66;1483
1484;66;1484
1485;66;1485
1486;66;1486
1487;66;1487
1488;66;1488
1489;66;1489
1490;66;1490
1491;66;1491
1492;67;1492
1493;67;1493
1494;67;1494
1495;67;1495
1496;67;1496
1497;67;1497
1498;67;1498
1499;67;1499
1500;67;1500
1501;67;1501
1502;67;1502
1503;67;1503
1504;67;1504
1505;67;1505
1506;67;1506
1507;67;1507
1508;67;1508
1509;67;1509
1510;67;1510
1511;67;1511
1512;68;1512
1513;68;1513
1514;68;1514
1515;68;1515
1516;68;1516
1517;68;1517
1518;68;1518
1519;68;1519
1520;68;1520
1521;68;1521
1522;68;1522
1523;68;1523
1524;68;1524
1525;68;1525
1526;68;1526
1527;68;1527
1528;68;1528
1529;68;1529
1530;68;1530
1531;68;1531
1532;69;1532
1533;69;1533
1534;69;1534
1535;69;1535
1536;69;1536
1537;69;1537
1538;69;1538
1539;69;1539
1540;69;1540
1541;69;1541
1542;69;1542
1543;69;1543
1544;69;1544
1545;69;1545
1546;69;1546
1547;69;1547
1548;69;1548
1549;69;1549
1550;69;1550
1551;69;1551
1552;70;1552
1553;70;1553
1554;70;1554
1555;70;1555
1556;70;1556
1557;70;1557
1558;70;1558
1559;70;1559
1560;70;1560
1561;70;1561
1562;70;1562
1563;70;1563
1564;70;1564
1565;70;1565
1566;70;1566
1567;70;1567
1568;70;1568
1569;70;1569
1570;70;1570
1571;70;1571
1572;10;1572
1573;10;1573
1574;10;1574
1575;10;1575
1576;10;1576
1577;10;1577
1578;10;1578
1579;10;1579
1580;10;1580
1581;10;1581
1582;10;1582
1583;10;1583
1584;10;1584
1585;10;1585
1586;10;1586
1587;10;1587
1588;10;1588
1589;10;1589
1590;10;1590
1591;10;1591
1592;10;1592
1593;10;1593
1594;10;1594
1595;10;1595
1596;10;1596
1597;10;1597
1598;10;1598
1599;10;1599
1600;10;1600
1601;1;1601
1602;1;1602
1603;1;1603
1604;1;1604
1605;1;1605
1606;1;1606
1607;1;1607
1608;1;1608
1609;1;1609
1610;1;1610
1611;1;1611
1612;1;1612
1613;1;1613
1614;1;1614
1615;1;1615
1616;1;1616
1617;1;1617
1618;1;1618
1619;1;1619
1620;1;1620
1621;1;1621
1622;1;1622
1623;1;1623
1624;1;1624
1625;1;1625
1626;1;1626
1627;1;1627
1628;1;1628
1629;1;1629
1630;1;1630
1631;1;1631
1632;1;1632
1633;1;1633
1634;1;1634
1635;1;1635
1636;1;1636
1637;1;1637
1638;1;1638
1639;1;1639
1640;1;1640
1641;1;1641
1642;1;1642
1643;1;1643
1644;1;1644
1645;1;1645
1646;1;1646
1647;1;1647
1648;1;1648
1649;1;1649
1650;1;1650
1651;1;1651
1652;1;1652
1653;1;1653
1654;1;1654
1655;1;1655
1656;1;1656
1657;1;1657
1658;1;1658
1659;2;1659
1660;2;1660
1661;2;1661
1662;2;1662
1663;2;1663
1664;2;1664
1665;2;1665
1666;2;1666
1667;2;1667
1668;2;1668
1669;2;1669
1670;2;1670
1671;2;1671
1672;2;1672
1673;2;1673
1674;2;1674
1675;2;1675
1676;2;1676
1677;2;1677
1678;86;1
1679;87;2
1680;88;3
1681;86;4
1682;87;5
1683;88;6
1684;86;7
1685;87;8
1686;88;9
1687;86;10
1688;87;11
1689;88;12
1690;86;13
1691;87;14
1692;88;15
1693;86;16
1694;87;17
1695;88;18
1696;86;19
1697;87;20
1698;86;21
1699;87;22
1700;86;23
1701;87;24
1702;86;25
1703;87;26
1704;86;27
1705;87;28
1706;86;29
1707;87;30
1708;86;31
1709;87;32
1710;86;33
1711;87;34
1712;86;35
1713;87;36
1714;86;37
1715;87;38
1716;86;39
1717;87;40
1718;86;41
1719;87;42
1720;86;43
1721;87;44
1722;86;45
1723;87;46
1724;86;47
1725;87;48
1726;86;49
1727;86;50
1728;86;51
1729;86;52
1730;86;53
1731;86;54
1732;86;55
1733;86;56
1734;86;57
1735;86;58
1736;86;59
1737;86;60
1738;86;61
1739;86;62
1740;86;63
1741;86;64
1742;86;65
1743;86;66
1744;86;67
1745;86;68
3459;160;1
3460;160;2
3461;160;3
3462;160;4
3463;160;5
3464;160;6
3465;160;7
3466;160;8
3467;160;9
3468;160;10
3469;174;11
3470;174;12
3471;174;13
3472;174;14
3473;174;15
3474;174;16
3475;174;17
3476;174;18
3477;174;19
3478;174;20
3479;174;21
3480;174;22
3481;174;23
3482;174;24
3483;175;25
3484;175;26
3485;175;27
3486;175;28
3487;175;29
3488;175;30
3489;175;31
3490;175;32
3491;175;33
3492;175;34
3493;175;35
3494;175;36
3495;175;37
3496;166;38
3497;166;39
3498;166;40
3499;166;41
3500;166;42
3501;166;43
3502;167;44
3503;166;45
3504;166;46
3505;166;47
3506;166;48
3507;167;49
3508;167;50
3509;166;51
3510;167;52
3511;166;53
3512;167;54
3513;167;55
3514;167;56
3515;168;57
3516;168;58
3517;168;59
3518;168;60
3519;168;61
3520;168;62
3521;168;63
3522;168;64
3523;168;65
3524;168;66
3525;168;67
3526;168;68
3527;168;69
3528;168;70
3529;168;71
3530;168;72
3531;168;73
3532;168;74
3533;188;75
3534;188;76
3535;188;77
3536;188;78
3537;188;79
3538;188;80
3539;188;81
3540;188;82
3541;188;83
3542;188;84
3543;188;85
3544;188;86
3545;188;87
3546;188;88
3547;188;89
3548;188;90
3549;188;91
3550;189;92
3551;189;93
3552;189;94
3553;189;95
3554;189;96
3555;189;97
3556;189;98
3557;189;99
3558;189;100
3559;189;101
3560;189;102
3561;189;103
3562;189;104
3563;189;105
3564;189;106
3565;164;107
3566;164;108
3567;164;109
3568;164;110
3569;164;111
3570;164;112
3571;164;113
3572;164;114
3573;164;115
3574;164;116
3575;164;117
3576;164;118
3577;164;119
3578;164;120
3579;164;121
3580;164;122
3581;163;123
3582;163;124
3583;163;125
3584;163;126
3585;163;127
3586;163;128
3587;163;129
3588;163;130
3589;163;131
3590;163;132
3591;163;133
3592;163;134
3593;176;135
3594;176;136
3595;176;137
3596;176;138
3597;176;139
3598;176;140
3599;176;141
3600;176;142
3601;176;143
3602;176;144
3603;176;145
3604;176;146
3605;176;147
3606;176;148
3607;176;149
3608;176;150
3609;176;151
3610;176;152
3611;176;153
3612;185;154
3613;185;155
3614;185;156
3615;185;157
3616;1041;158
3617;1041;159
3618;185;160
3619;1041;161
3620;185;162
3621;185;163
3622;185;164
3623;1041;165
3624;185;166
3625;185;167
3626;185;168
3627;185;169
3628;185;170
3629;185;171
3630;185;172
3631;1041;173
3632;1041;174
3633;185;175
3634;186;176
3635;186;177
3636;186;178
3637;186;179
3638;186;180
3639;186;181
3640;186;182
3641;186;183
3642;186;184
3643;186;185
3644;186;186
3645;186;187
3646;186;188
3647;186;189
3648;186;190
3649;190;191
3650;190;192
3651;190;193
3652;190;194
3653;190;195
3654;190;196
3655;190;197
3656;190;198
3657;190;199
3658;190;200
3659;190;201
3660;190;202
3661;190;203
3662;190;204
3663;180;205
3664;180;206
3665;180;207
3666;180;208
3667;180;209
3668;180;210
3669;180;211
3670;180;212
3671;180;213
3672;180;214
3673;180;215
3674;180;216
3675;180;217
3676;180;218
3677;180;219
3678;180;220
3679;180;221
3680;180;222
3681;180;223
3682;180;224
3683;180;225
3684;180;226
3685;180;227
3686;180;228
3687;181;229
3688;181;230
3689;181;231
3690;181;232
3691;181;233
3692;181;234
3693;181;235
3694;181;236
3695;181;237
3696;181;238
3697;181;239
3698;181;240
3699;181;241
3700;181;242
3701;181;243
3702;181;244
3703;181;245
3704;181;246
3705;181;247
3706;181;248
3707;181;249
3708;181;250
3709;181;251
3710;181;252
3711;181;253
3712;181;254
3713;181;255
3714;181;256
3715;181;257
3716;181;258
3717;181;259
3718;181;260
3719;181;261
3720;181;262
3721;179;263
3722;860;264
3723;179;265
3724;179;266
3725;179;267
3726;860;268
3727;179;269
3728;860;270
3729;179;271
3730;860;272
3731;860;273
3732;860;274
3733;179;275
3734;860;276
3735;860;277
3736;860;278
3737;179;279
3738;860;280
3739;179;281
3740;860;282
3741;179;283
3742;177;284
3743;177;285
3744;177;286
3745;177;287
3746;177;288
3747;177;289
3748;177;290
3749;177;291
3750;177;292
3751;177;293
3752;178;294
3753;177;295
3754;178;296
3755;177;297
