id;success_rate;answer_count;median_response_time
68;0.627722772277;505;37000
429;0.638403990025;401;39100
425;0.667405764967;451;26300
302;0.673378076063;447;37750
432;0.705188679245;424;29400
306;0.720264317181;454;25800
428;0.722095671982;439;22650
424;0.726244343891;442;29850
664;0.732142857143;56;26950
423;0.746666666667;450;31900
304;0.759493670886;474;28325
66;0.771535580524;534;33125
426;0.784037558685;426;23350
427;0.790476190476;420;23800
430;0.805869074492;443;22700
67;0.82421875;512;23400
431;0.855855855856;444;21650
69;0.451612903226;527;33275
70;0.508379888268;537;36050
301;0.517467248908;458;43400
662;0.55;80;46425
303;0.551111111111;450;45750
666;0.560975609756;82;52950
671;0.565217391304;92;40125
670;0.567010309278;97;59250
665;0.627659574468;94;46700
661;0.649484536082;97;39300
660;0.731958762887;97;46950
667;0.744186046512;86;29375
668;0.744186046512;86;44925
669;0.775280898876;89;33450
659;0.7875;80;40900
658;0.822222222222;90;43725
663;0.823529411765;102;38350
453;0.868233618234;1404;19300
456;0.895291637386;1423;13050
449;0.896383866481;1438;12300
457;0.910905203136;1403;15300
452;0.911284599006;1409;16700
448;0.917540181691;1431;16250
444;0.921842288904;1433;15900
455;0.928774928775;1404;16250
446;0.941754385965;1425;13925
443;0.947331460674;1424;12450
451;0.955;1400;13100
445;0.961538461538;1430;12000
447;0.969020172911;1388;13000
454;0.971004243281;1414;12950
136;0.738336713996;986;32350
131;0.775571002979;1007;21550
142;0.798155737705;976;31300
137;0.807035175879;995;25600
139;0.812992125984;1016;26575
450;0.839530332681;1022;14050
133;0.85685483871;992;21450
135;0.85908649174;1029;21900
138;0.861796643633;1013;22500
134;0.873392680514;1011;21600
141;0.893954410307;1009;22075
140;0.905940594059;1010;20350
132;0.923232323232;990;19400
544;0.305970149254;268;35600
179;0.391050583658;514;34150
538;0.432234432234;273;38350
536;0.435424354244;271;22775
545;0.469696969697;264;41375
542;0.518218623482;247;35425
539;0.533333333333;255;28375
543;0.557553956835;278;29100
174;0.562977099237;524;31800
537;0.573122529644;253;31450
170;0.58203125;512;29975
171;0.608949416342;514;36650
172;0.611913357401;554;32650
176;0.620758483034;501;42100
177;0.635316698656;521;39750
541;0.682656826568;271;31250
173;0.712686567164;536;30450
169;0.715563506261;559;36025
175;0.738095238095;546;29450
540;0.790441176471;272;23600
178;0.800711743772;562;24000
168;0.882568807339;545;23100
486;0.760921366164;1259;23875
94;0.765185185185;1350;30650
285;0.76582278481;1264;27675
278;0.773658536585;2050;20250
485;0.777688603531;1246;21500
276;0.781992918563;1977;21250
488;0.79186228482;1278;22925
214;0.817358130663;2097;23600
217;0.827109266943;2169;18000
490;0.829149797571;1235;20500
216;0.853589863914;2131;19650
484;0.854531607007;1313;17000
218;0.861697140178;2133;19075
483;0.879518072289;1328;14475
489;0.8863456985;1267;16750
212;0.889668069191;2139;18250
215;0.903783278842;2141;16550
487;0.905499612703;1291;16450
275;0.917191283293;2065;14850
279;0.925387596899;2064;12800
213;0.962638376384;2168;11050
211;0.97494199536;2155;11050
284;0.542503863988;647;42000
283;0.554887218045;665;42650
288;0.568075117371;639;46950
466;0.614117647059;425;36450
95;0.631355932203;708;27250
480;0.638613861386;404;40525
282;0.65;1400;19050
482;0.654377880184;434;36575
280;0.666896077082;1453;19150
286;0.685294117647;680;28725
281;0.693977591036;1428;22900
289;0.696509863429;659;29200
473;0.713625866051;433;30350
474;0.731034482759;435;33725
277;0.738912732475;1398;21600
475;0.747727272727;440;29050
478;0.759911894273;454;27100
476;0.791569086651;427;34525
96;0.798630136986;730;21850
98;0.811066126856;741;20550
93;0.830334190231;778;23425
479;0.398692810458;153;43050
287;0.443864229765;383;38425
290;0.514666666667;375;35550
469;0.55303030303;132;41000
477;0.571428571429;140;34575
97;0.58940397351;453;26850
464;0.646551724138;116;33900
481;0.664516129032;155;25850
460;0.683760683761;117;38500
467;0.685483870968;124;31450
459;0.72268907563;119;38000
462;0.725806451613;124;34375
463;0.756097560976;123;32900
461;0.758064516129;124;35325
468;0.758620689655;116;34075
472;0.780487804878;123;37075
458;0.803571428571;112;28375
470;0.825;120;32000
471;0.828358208955;134;28650
465;0.856115107914;139;27550
307;0.482954545455;880;37400
442;0.555414012739;785;37125
438;0.556978233035;781;48100
312;0.625717566016;871;34150
308;0.627720504009;873;40775
435;0.667493796526;806;38450
310;0.670163170163;858;34550
315;0.683333333333;900;24900
309;0.699882766706;853;36150
441;0.700258397933;774;30350
439;0.76279650437;801;24000
311;0.763723150358;838;33300
313;0.769759450172;873;28750
316;0.796648044693;895;23250
433;0.81512605042;833;27100
437;0.82;850;21800
440;0.834140435835;826;18950
434;0.834340991536;827;18675
436;0.8525;800;28000
314;0.884026258206;914;25325
159;0.432384341637;1124;48275
157;0.566340160285;1123;30950
155;0.6328125;1152;38200
158;0.721326164875;1116;33750
156;0.728487886383;1197;26025
154;0.730297723292;1142;29850
153;0.732249786142;1169;28475
152;0.736263736264;1183;30250
151;0.792307692308;1170;29850
628;0.5;82;40050
632;0.507246376812;69;48450
635;0.533333333333;75;37525
636;0.551282051282;78;40800
637;0.58024691358;81;33150
55;0.594024604569;1707;19575
629;0.614457831325;83;35600
634;0.626666666667;75;32950
56;0.632302405498;1746;22450
631;0.636363636364;77;37100
630;0.706666666667;75;39700
633;0.7625;80;27750
58;0.767321016166;1732;18300
57;0.801838024124;1741;19550
54;0.926376811594;1725;14050
583;0.627659574468;94;40700
581;0.648351648352;91;30050
578;0.662790697674;86;37800
63;0.679752066116;1452;27600
582;0.716216216216;74;35400
59;0.743234323432;1515;28350
584;0.771084337349;83;29350
64;0.771294433266;1491;26500
577;0.780487804878;82;35825
579;0.831460674157;89;23425
65;0.862977602108;1518;25800
61;0.876912840985;1503;24000
60;0.905495978552;1492;21150
62;0.923379174853;1527;19825
580;0.948453608247;97;24200
574;0.571428571429;119;44375
569;0.68992248062;129;33400
575;0.710144927536;138;38300
576;0.71186440678;118;35550
572;0.712121212121;132;37025
570;0.715384615385;130;35600
573;0.716312056738;141;38300
568;0.761538461538;130;31000
571;0.780141843972;141;30175
13;0.798802946593;2172;22750
567;0.803418803419;117;34250
15;0.810487580497;2174;16750
16;0.874531835206;2136;23075
41;0.880169172932;2128;19700
14;0.91601652134;2179;16800
654;0.307692307692;26;81675
651;0.384615384615;26;38425
650;0.416666666667;24;40125
150;0.446402349486;681;36475
657;0.535714285714;28;43050
144;0.63556851312;686;37550
143;0.664212076583;679;35500
649;0.666666666667;24;44700
648;0.677419354839;31;48450
655;0.677419354839;31;39250
145;0.706611570248;726;30700
656;0.72;25;37075
652;0.733333333333;30;39950
148;0.734195402299;696;31450
653;0.782608695652;23;44375
147;0.810541310541;702;27950
149;0.834795321637;684;25500
146;0.869688385269;706;22850
235;0.696428571429;2744;19200
237;0.729487638839;2791;18050
203;0.75643776824;2796;24700
199;0.758260869565;2875;23325
241;0.768346923647;2698;19700
200;0.772793053546;2764;20600
526;0.82130777903;1774;27800
198;0.822704975473;2854;20100
238;0.825727632052;2783;17725
197;0.841437632135;2838;13850
28;0.869224422442;2424;26400
233;0.880858676208;2795;16475
196;0.918871252205;2835;14000
195;0.919791666667;2880;15100
201;0.923725834798;2845;17575
202;0.926778242678;2868;14250
234;0.928062678063;2808;13050
524;0.930206588498;1791;17600
23;0.95150862069;2784;20550
532;0.518867924528;848;33800
535;0.573616018846;849;40700
533;0.586405529954;868;30950
242;0.619947848761;1534;17200
530;0.63;900;28400
27;0.643236074271;1508;20075
339;0.656219392752;1021;32900
24;0.6625163827;1526;30750
30;0.687210072896;1509;30150
529;0.717342342342;888;25500
29;0.734354194407;1502;33100
245;0.757255936675;1516;21200
236;0.765156349713;1567;18900
531;0.775962660443;857;28850
243;0.791275167785;1490;18550
244;0.797324414716;1495;18200
528;0.813465783664;906;24150
521;0.822928490352;881;22700
525;0.830663615561;874;27700
26;0.870219435737;1595;14800
522;0.900110987791;901;19000
39;0.352595494613;1021;35750
347;0.405850091408;547;29350
350;0.42578125;512;36175
344;0.453183520599;534;31300
351;0.521153846154;520;32900
343;0.535714285714;560;27500
246;0.551826258638;1013;17300
341;0.553505535055;542;35800
340;0.564102564103;507;34850
25;0.579545454545;1056;24825
534;0.581047381546;401;30200
348;0.582857142857;525;30150
523;0.605911330049;406;25725
345;0.609022556391;532;39150
349;0.613553113553;546;30600
527;0.633734939759;415;24200
338;0.665413533835;532;32900
342;0.673114119923;517;27000
337;0.695219123506;502;38600
346;0.707779886148;527;33200
495;0.6884765625;1024;21650
194;0.720623501199;1668;16950
190;0.72602739726;1679;17600
192;0.738452309538;1667;20850
189;0.746737841044;1686;20700
193;0.755910165485;1692;17450
251;0.764886433395;1629;20075
499;0.781070745698;1046;15900
497;0.809293320426;1033;18700
494;0.824248120301;1064;17750
498;0.827521206409;1061;13425
500;0.852093023256;1075;16375
496;0.862197392924;1074;17650
250;0.867664670659;1670;17100
249;0.879928315412;1674;14200
191;0.884040645547;1673;14750
247;0.886735311932;1651;14600
491;0.933270676692;1064;10250
492;0.948550046773;1069;13550
188;0.957040572792;1676;10925
254;0.524017467249;458;33300
510;0.539936102236;313;40950
501;0.542763157895;304;32350
504;0.554179566563;323;34800
507;0.612179487179;312;30650
253;0.613537117904;458;31300
257;0.631578947368;475;27675
248;0.636363636364;539;15200
503;0.650602409639;332;33950
252;0.654275092937;538;18975
34;0.656;500;46050
80;0.65873015873;504;42550
36;0.659877800407;491;40925
505;0.670658682635;334;36375
255;0.68152866242;471;27300
370;0.705289672544;397;29975
502;0.709198813056;337;27200
508;0.711428571429;350;31200
509;0.72256097561;328;33700
37;0.72564612326;503;34550
506;0.747603833866;313;37400
81;0.33606557377;366;60550
83;0.358126721763;363;55000
258;0.414715719064;299;32350
373;0.424028268551;283;33675
82;0.472222222222;360;54350
256;0.481818181818;330;31300
35;0.498673740053;377;45150
376;0.531365313653;271;28675
377;0.535714285714;280;35750
381;0.580524344569;267;30650
375;0.614035087719;285;36750
378;0.618181818182;275;29325
493;0.626112759644;337;14350
380;0.656357388316;291;34450
369;0.672862453532;269;27200
368;0.686206896552;290;27850
379;0.707070707071;297;32675
372;0.708196721311;305;28275
371;0.731707317073;287;24950
367;0.764084507042;284;27450
374;0.778911564626;294;22800
511;0.51822503962;631;48950
32;0.520043336945;923;44450
31;0.531283138918;943;36700
512;0.533858267717;635;50300
514;0.534810126582;632;37125
518;0.551282051282;624;37250
38;0.559662090813;947;40250
516;0.559870550162;618;30800
627;0.567796610169;118;42400
619;0.58407079646;113;28250
513;0.596153846154;624;29900
77;0.614379084967;918;32800
76;0.620616365569;941;27625
515;0.623688155922;667;38775
626;0.647540983607;122;18750
519;0.661101836394;599;24025
623;0.739130434783;115;28250
611;0.741379310345;116;22625
612;0.806722689076;119;21375
625;0.266666666667;30;60000
617;0.296296296296;27;60700
520;0.364161849711;519;50250
618;0.365853658537;41;57300
613;0.410256410256;39;43675
517;0.428044280443;542;48675
79;0.458282950423;827;33000
616;0.473684210526;38;45200
620;0.475;40;31900
78;0.478563151796;863;32400
33;0.481099656357;873;34900
614;0.5;32;34700
609;0.529411764706;34;23150
624;0.529411764706;34;30675
608;0.540540540541;37;35350
610;0.571428571429;28;37775
615;0.588235294118;34;21700
622;0.724137931034;29;29300
621;0.826086956522;23;28850
114;0.303614457831;1245;26850
589;0.323308270677;133;39400
115;0.505564387917;1258;30125
591;0.515384615385;130;38600
592;0.525547445255;137;29500
117;0.537549407115;1265;24775
587;0.578125;128;39150
116;0.604248623131;1271;31125
586;0.633802816901;142;21650
112;0.659357870008;1277;17300
588;0.664383561644;146;27550
590;0.666666666667;129;31825
113;0.714285714286;1295;22000
110;0.729393468118;1286;20975
111;0.788699690402;1292;20750
585;0.854166666667;144;21700
90;0.29889298893;813;26050
91;0.306071871128;807;34900
86;0.372208436725;806;29650
547;0.418111753372;519;29000
546;0.425;480;39975
549;0.448202959831;473;39050
87;0.457317073171;820;25000
84;0.465786314526;833;31400
550;0.486486486486;481;37175
551;0.509127789047;493;31800
554;0.520325203252;492;32125
553;0.537074148297;499;26700
555;0.577075098814;506;32325
88;0.614443084455;817;24325
89;0.63839811543;849;27175
548;0.641325536062;513;31050
552;0.674846625767;489;27100
85;0.705882352941;850;23375
566;0.362637362637;182;36550
564;0.435294117647;170;42425
565;0.508771929825;171;34150
45;0.579223504722;1906;20250
48;0.615671641791;1876;33400
42;0.664225941423;1912;18175
562;0.705882352941;187;17100
559;0.720430107527;186;16700
46;0.735033836543;1921;20925
43;0.764155844156;1925;23500
561;0.774725274725;182;19600
563;0.787709497207;179;15950
560;0.805555555556;180;16500
47;0.845005149331;1942;17800
558;0.86170212766;188;18750
556;0.877094972067;179;14250
557;0.908108108108;185;10450
44;0.914665304037;1957;15750
120;0.487148102815;817;34700
124;0.577514792899;845;34900
118;0.631641086187;847;27450
125;0.632183908046;870;27950
122;0.655592469546;903;27800
123;0.657678780774;853;28450
121;0.675830469645;873;26200
119;0.688838782413;887;23700
336;0.712643678161;870;15900
332;0.787773933103;867;14100
335;0.805649717514;885;17700
331;0.840882694541;861;15700
327;0.847417840376;852;16050
333;0.848797250859;873;15750
328;0.88344988345;858;15800
330;0.901983663944;857;14500
329;0.902494331066;882;13075
334;0.911494252874;870;14050
643;0.351648351648;91;31750
645;0.51;100;37700
646;0.526315789474;95;28800
640;0.588235294118;102;49725
644;0.655913978495;93;34500
647;0.666666666667;99;27450
642;0.688172043011;93;35975
641;0.778947368421;95;31475
638;0.796296296296;108;19075
639;0.802083333333;96;23800
130;0.830265848671;978;14450
128;0.859879032258;992;14500
127;0.886965376782;982;15450
129;0.897;1000;14850
126;0.962012320329;974;13800
166;0.515883100381;787;37425
167;0.548387096774;806;33900
162;0.573770491803;793;24400
164;0.598734177215;790;24800
163;0.608695652174;805;28325
165;0.658506731946;817;34350
161;0.740099009901;808;26925
160;0.823529411765;816;22700
683;0.503649635036;137;23400
681;0.545454545455;143;29300
675;0.643835616438;146;27450
680;0.666666666667;132;30825
684;0.686666666667;150;24350
677;0.689873417722;158;23600
682;0.693333333333;150;26425
686;0.717741935484;124;27350
679;0.727272727273;143;25325
678;0.758389261745;149;22400
674;0.76397515528;161;22250
676;0.788461538462;156;17650
673;0.790849673203;153;20000
672;0.808219178082;146;23400
685;0.876623376623;154;23800
384;0.554628857381;1199;37700
387;0.618061309031;1207;28425
392;0.708571428571;1225;32075
388;0.719714964371;1263;29850
385;0.753215434084;1244;24800
389;0.758785942492;1252;27100
396;0.761445783133;1245;28950
394;0.770711297071;1195;28800
383;0.785773366419;1209;29550
395;0.804295942721;1257;24850
390;0.8152;1250;26200
386;0.848387096774;1240;24000
393;0.854559748428;1272;26450
391;0.865873015873;1260;21850
397;0.900630914826;1268;22050
