id;parent;weight;exercise;type;featured;otherPs;predPs;followPs;similarPs;alternativePs;evaluation;grade;class;topic;examples;url;specs;created;visible;ordering
165;14;1;19;combined;0;1348;2002,2245;;1041,221,164,1653,1654,1433,1830,2070,2230,908,1404,1810,2072,1348,2002,2245,1508,1836;1348,2002,2245;medalBased;2;6;;[[["img","img\/slovicka\/circle.png"]],[["img","img\/slovicka\/hexagon.png"]],[["img","img\/slovicka\/triangle.png"]]];slovicka-shapes-2-uroven;;0000-00-00 00:00:00;1;0
166;15;1;19;combined;0;1349;2003,2246;167;170,1349,2003,2246,886,1353,1773;1349,2003,2246;medalBased;1;3;;[[["img","img\/slovicka\/ox.jpg"]],[["img","img\/slovicka\/donkey.jpg"]],[["img","img\/slovicka\/goat2.jpg"]]];slovicka-animals_farm-1-uroven;{"illustrationsAlwaysWithDesc":0};0000-00-00 00:00:00;1;0
167;15;1;19;combined;0;1350;2004,2247,166;;216,217,219,169,171,1656,906,1402,1809,1016,1350,2004,74,2506;1350,2004;medalBased;2;7;;[[["img","img\/slovicka\/Billy goat.jpg"]],[["img","img\/slovicka\/Piglet.jpg"]],[["img","img\/slovicka\/goose2.jpg"]]];slovicka-animals_farm-2-uroven;;0000-00-00 00:00:00;1;0
168;18;1;19;combined;0;1351;1937,887;;1995,1976,2036,2297,1498,887,1351,1937;887,1351,1937;medalBased;3;10;;[[["img","img\/slovicka\/stork.jpg"]],[["img","img\/slovicka\/bird.jpg"]],[["img","img\/slovicka\/pigeon.jpg"]]];slovicka-animals_birds-3-uroven;;0000-00-00 00:00:00;1;0
169;17;1;19;combined;0;1352;1772,2248;;2090,219,2091,167,1655,1496,2247,1352,1772,2248;1352,1772,2248;medalBased;2;6;;[[["img","img\/slovicka\/wolf.jpg"]],[["img","img\/slovicka\/badger.jpg"]],[["img","img\/slovicka\/lynx.jpg"]]];slovicka-animals_forrest-2-uroven;;0000-00-00 00:00:00;1;0
170;16;1;19;combined;0;1353;1773,886;;2090,2091,166,1655,886,1353,1773;886,1353,1773;medalBased;1;4;;[[["img","img\/slovicka\/octopus2.jpg"]],[["img","img\/slovicka\/dolphin.jpg"]],[["img","img\/slovicka\/chimpanzee.jpg"]]];slovicka-exotic_animals-1-uroven;;0000-00-00 00:00:00;1;0
171;19;1;19;combined;0;1354;2005,2249;;216,217,219,167,1656,1399,2015,2272,905,1400,1807,2071,2207,1354,2005,2249,1510,1762,1912;1354,2005,2249;medalBased;2;8;;[[["img","img\/slovicka\/bumblebee.jpg"]],[["img","img\/slovicka\/aphid.jpg"]],[["img","img\/slovicka\/wasp.jpg"]]];slovicka-animals_insects-2-uroven;;0000-00-00 00:00:00;1;0
172;23;1;19;combined;0;1355;2006,2250;173;173,174,203,1657,1355,2006,2250;1355,2006,2250;medalBased;1;4;;[[["img","img\/slovicka-ilustrace-jana\/ilustrace-jana-summer.png"]],[["img","img\/slovicka-ilustrace-jana\/ilustrace-jana-spring.png"]],[["img","img\/slovicka-ilustrace-jana\/ilustrace-jana-winter.png"]]];slovicka-weather-1-uroven;;0000-00-00 00:00:00;1;0
173;23;1;19;combined;0;1356;1774,2251,172;;172,175,192,203,1993,1657,1358,1776,2253,1356,1774,2251,2632;1356,1774,2251;medalBased;2;6;;[[["img","img\/slovicka-ilustrace-jana\/ilustrace-jana-raindrop.png"]],[["img","img\/slovicka\/Snowflake.jpg"]],[["img","img\/slovicka-ilustrace-jana\/ilustrace-jana-climate.png"]]];slovicka-weather-2-uroven;;0000-00-00 00:00:00;1;0
174;20;1;19;combined;0;1357;1775,2252;175;172,1357,1775,2252,1355,2006,2250;1357,1775,2252;medalBased;1;3;;[[["img","img\/slovicka\/apple.jpg"]],[["img","img\/slovicka\/raspberry.jpg"]],[["img","img\/slovicka\/fig2.jpg"]]];slovicka-fruits-1-uroven;;0000-00-00 00:00:00;1;0
175;20;1;19;combined;0;1358;1776,2253,174;;192,173,203,1993,1657,1358,1776,2253,1356,1774,2251,2632;1358,1776,2253;medalBased;2;6;;[[["text","horseradish"]],[["img","img\/slovicka\/beetroot2.jpg"]],[["text","turnip"]]];slovicka-vegetables-2-uroven;;0000-00-00 00:00:00;1;0
176;26;1;19;combined;1;1359;1777,892;1981;180,860,1363,1781,2257,1406,1812,2275,1777;1777;medalBased;1;3;;[[["text","sister"]],[["text","mother"]],[["img","img\/slovicka\/family.jpg"]]];slovicka-family-1-uroven;;0000-00-00 00:00:00;1;0
177;27;1;19;combined;0;1360;1778,2254;178;179,1981,194,1659,2587,77,2218,1362,1780,2215,1360,1778,2254,1377,1789,1513,1717,1764,2082;1360,1778,2254;medalBased;1;5;;[[["text","businessman"]],[["img","img\/slovicka\/mechanic.jpg"]],[["img","img\/slovicka\/dentist.jpg"]]];slovicka-jobs-1-uroven;;0000-00-00 00:00:00;1;0
178;27;1;19;combined;0;1361;1779,2255,177;1982;1982,181,195,1660,2056,2608,1361,1779,2210,2255,79,1514,1718,1839,2051,2061,2239;1361,1779,2210,2255;medalBased;2;8;;[[["img","img\/slovicka\/policewoman.jpg"]],[["text","economist"]],[["text","actress"]]];slovicka-jobs-2-uroven;;0000-00-00 00:00:00;1;0
179;25;1;19;combined;0;1362;1780,2256,860;2591;860,1981,177,194,1659,2587,77,2218,1362,1780,2215,1360,1778,2254,1377,1789,1513,1717,1764,2082;1362,1780;medalBased;2;5;;[[["img","img\/slovicka\/wig.jpg"]],[["img","img\/slovicka\/wallet.jpg"]],[["img","img\/slovicka\/clothing 003.jpg"]]];slovicka-clothing-2-uroven;;0000-00-00 00:00:00;1;0
180;24;1;19;combined;0;1363;1781,2257;181;860,176,1363,1781,2257,1406,1812,2275,1777;1363,1781,2257;medalBased;1;3;;[[["text","face"]],[["img","img\/slovicka\/bone2.png"]],[["text","body"]]];slovicka-human_body-1-uroven;;0000-00-00 00:00:00;1;0
181;24;1;19;combined;0;1364;1782,2258,180;1984;1981,178,195,1660,2056,2587,1364,1782,2618,1378,1790,2268;1364,1782;medalBased;2;7;;[[["img","img\/slovicka\/palm2.jpg"]],[["img","img\/slovicka\/heel3.jpg"]],[["img","img\/slovicka\/shoulder2.jpg"]]];slovicka-human_body-2-uroven;;0000-00-00 00:00:00;1;0
182;36;1;19;combined;0;1365;1783,2259;183;183,202,1661,1365,1783,2259,261,1385,1797,1515,1719,1765;1365,1783,2259;medalBased;1;4;;[[["img","img\/slovicka\/Radiator.jpg"]],[["text","desk"]],[["text","light"]]];slovicka-house-1-uroven;;0000-00-00 00:00:00;1;0
183;36;1;19;combined;0;1366;1784,897,182;866;182,202,864,209,1661,2074,896,1392,2014,897,1366,1784,2621,2084;897,1366,1784,2621;medalBased;2;6;;[[["img","img\/slovicka\/keyhole.jpg"]],[["img","img\/slovicka\/flatplate.png"]],[["img","img\/slovicka\/mop.jpg"]]];slovicka-house-2-uroven;;0000-00-00 00:00:00;1;0
184;37;1;19;combined;0;1367;2007,2260;;1367,2007,2260;1367,2007,2260;medalBased;1;4;;[[["img","img\/slovicka\/car.jpg"]],[["img","img\/slovicka\/helicopter.jpg"]],[["img","img\/slovicka\/steamship.jpg"]]];slovicka-means_of_transport-1-uroven;;0000-00-00 00:00:00;1;0
185;44;1;19;combined;0;1368;1785,903;186,1041;1041,186,2090,1666,2092,903,1785,2008;903,1785;medalBased;1;4;;[[["img","img\/slovicka-ilustrace-jana\/ilustrace-jana-kiss.png"]],[["text","continue"]],[["img","img\/slovicka-ilustrace-jana\/ilustrace-jana-go.png"]]];slovicka-verbs_basic-1-uroven;;0000-00-00 00:00:00;1;0
186;45;1;19;combined;0;1369;2008,2261,185;221;221,185,2090,1666,2092,903,1785,2008;2008;medalBased;1;4;;[[["img","img\/slovicka-ilustrace-jana\/ilustrace-jana-come.png"]],[["img","img\/slovicka-ilustrace-jana\/ilustrace-jana-move.png"]],[["img","img\/slovicka-ilustrace-jana\/ilustrace-jana-run.png"]]];slovicka-verbs_movement-1-uroven;{"illustrationsAlwaysWithDesc":1};0000-00-00 00:00:00;1;1
187;45;1;19;combined;0;1370;1786,2262,221;;215,1995,1668,1370,1786,2262,909,1398,1806,1976,2036,2297,1522,1725,1769;1370,1786,2262;medalBased;3;10;;[[["text","appear"]],[["img","img\/slovicka-ilustrace-jana\/ilustrace-jana-rise.png"]],[["img","img\/slovicka-ilustrace-jana\/ilustrace-jana-fold.png"]]];slovicka-verbs_movement-3-uroven;{"illustrationsAlwaysWithDesc":1};0000-00-00 00:00:00;1;3
188;56;1;19;combined;0;1371;2009,2263;189;200,1669,2057,268,1383,1795,1371,2009,2263,2052,2062,2302;1371,2009,2263;medalBased;1;5;;[[["img","img\/slovicka-ilustrace-jana\/ilustrace-jana-dear.png"]],[["img","img\/slovicka-ilustrace-jana\/ilustrace-jana-slim.png"]],[["img","img\/slovicka-ilustrace-jana\/ilustrace-jana-thirsty.png"]]];slovicka-adjectives_people-1-uroven;{"illustrationsAlwaysWithDesc":1};0000-00-00 00:00:00;1;0
189;56;1;19;combined;0;1372;2010,2264,188;1991;1991,858,1670,2099,2067,1372,2010,2264,1524,1844,2235,2209;1372,2010,2264;medalBased;2;8;;[[["img","img\/slovicka-ilustrace-jana\/ilustrace-jana-proud.png"]],[["img","img\/slovicka\/silly.png"]],[["img","img\/slovicka-ilustrace-jana\/ilustrace-jana-shy.png"]]];slovicka-adjectives_people-2-uroven;{"illustrationsAlwaysWithDesc":1};0000-00-00 00:00:00;1;0
190;275;1;19;combined;0;1373;2011,2265;;1373,2011,2265;1373,2011,2265;medalBased;1;5;;[[["img","img\/slovicka\/tennis.jpg"]],[["img","img\/slovicka\/cycling.jpg"]],[["text","weightlifting"]]];slovicka-sports-1-uroven;;0000-00-00 00:00:00;1;0
191;279;1;19;combined;0;1374;2012,2266;;1043,1044,206,1986,2588,1435,1832,2213,2279,935,1436,1833,2280,1374,2012,2266,912,1389,1799,2526,2593,2598;1374,2012,2266;medalBased;2;8;;[[["img","img\/slovicka\/castle.jpg"]],[["img","img\/slovicka\/cannon.jpg"]],[["text","royal"]]];slovicka-medieval-2-uroven;;0000-00-00 00:00:00;1;1
192;22;1;19;combined;0;1375;1787,888;2104;175,173,1993,1658,2508,81,888,1375,1787,2212,1974,2034,2073,2295;888,1375,1787;medalBased;2;7;;[[["img","img\/slovicka\/tulip.jpg"]],[["img","img\/slovicka\/daisy.jpg"]],[["img","img\/slovicka\/tree.jpg"]]];slovicka-flowers_trees-2-uroven;;0000-00-00 00:00:00;1;0
193;28;1;19;combined;0;1376;1788,894,1042;870;870,999,1004,894,1376,1788,1425,1940,2225;894,1376,1788;medalBased;2;8;;[[["text","hurt"]],[["text","food poisoning"]],[["text","asthma"]]];slovicka-health-2-uroven;;0000-00-00 00:00:00;1;0
194;29;1;19;combined;0;1377;1789,2267;195;195,179,1981,177,1659,2587,77,2218,1362,1780,2215,1360,1778,2254,1377,1789,1513,1717,1764,2082;1377,1789;medalBased;1;5;;[[["text","happiness"]],[["text","surprise"]],[["text","hate"]]];slovicka-feelings_moods-1-uroven;;0000-00-00 00:00:00;1;0
195;29;1;19;combined;0;1378;1790,2268,194;1983;194,181,1981,178,1660,2056,2587,1364,1782,2618,1378,1790,2268;1378,1790,2268;medalBased;2;7;;[[["text","empathy"]],[["text","frustration"]],[["text","aggression"]]];slovicka-feelings_moods-2-uroven;;0000-00-00 00:00:00;1;0
196;269;1;19;combined;0;1379;1791,2269;197;197,1379,1791,2269;1379,1791,2269;medalBased;1;5;;[[["img","img\/slovicka\/oil.jpg"]],[["img","img\/slovicka\/bread2.jpg"]],[["img","img\/slovicka\/coffee2.jpg"]]];slovicka-food-1-uroven;;0000-00-00 00:00:00;1;0
197;269;1;19;combined;0;1380;1792,2220,196;868;196,1000,1380,1792,2220,2607,1426,2018,2226;1380,1792,2220,2607;medalBased;2;7;;[[["text","spicy"]],[["img","img\/slovicka\/jam.jpg"]],[["text","dessert"]]];slovicka-food-2-uroven;;0000-00-00 00:00:00;1;0
198;39;1;19;combined;0;1381;1793,900;;900,1381,1793,2622,2211;900,1381,1793,2622;medalBased;2;6;;[[["img","img\/slovicka\/fryingpan2.jpg"]],[["img","img\/slovicka\/stove.jpg"]],[["img","img\/slovicka\/juicer.jpg"]]];slovicka-kitchen-2-uroven;;0000-00-00 00:00:00;1;0
199;264;1;19;combined;0;1382;1794,918;862;1382,1794,917,918,2629;1382,1794;medalBased;1;5;;[[["img","img\/slovicka\/bookshelf.jpg"]],[["text","homework"]],[["img","img\/slovicka\/pencil.png"]]];slovicka-school-1-uroven;;0000-00-00 00:00:00;1;2
200;55;1;19;combined;0;1383;1795,268;858;858,188,1669,2057,268,1383,1795,1371,2009,2263,2052,2062,2302;268,1383,1795;medalBased;1;5;;[[["img","img\/slovicka-ilustrace-jana\/ilustrace-jana-last.png"]],[["img","img\/slovicka-ilustrace-jana\/ilustrace-jana-fresh.png"]],[["img","img\/slovicka-ilustrace-jana\/ilustrace-jana-wrong.png"]]];slovicka-adjectives-1-uroven;{"illustrationsAlwaysWithDesc":1};0000-00-00 00:00:00;1;1
201;288;1;19;combined;0;1384;1796,260;;188,260,1384,1796,1371,2009,2208,2263,380,436;260,1384,1796;medalBased;2;6;;[[["img","img\/slovicka\/destination.jpg"]],[["text","camping"]],[["text","departure"]]];slovicka-traveling-2-uroven;;0000-00-00 00:00:00;1;0
202;32;1;19;combined;0;1385;1797,261;864;864,209,182,183,1661,261,1385,1797,1515,1719,1765;261,1385,1797;medalBased;1;5;;[[["img","img\/slovicka\/zoo.jpg"]],[["img","img\/slovicka\/parking.jpg"]],[["text","flat"]]];slovicka-city-1-uroven;;0000-00-00 00:00:00;1;0
203;33;1;19;combined;0;1386;1938,2270;1993;1993,175,172,173,1657,1386,1938,2270,1511,1838,2232;1386,1938,2270;medalBased;1;5;;[[["text","west"]],[["img","img\/slovicka\/island.jpg"]],[["text","north"]]];slovicka-places-1-uroven;;0000-00-00 00:00:00;1;0
204;40;1;19;combined;0;1387;2013,2271;;1664,1387,2013,2271,2211,253,1518,1842;1387,2013,2271;medalBased;2;8;;[[["img","img\/slovicka\/computer.png"]],[["img","img\/slovicka\/radio.jpg"]],[["img","img\/slovicka\/fridge.png"]]];slovicka-appliances-2-uroven;;0000-00-00 00:00:00;1;0
205;42;1;19;combined;0;1388;1798,901;;993,996,1988,1001,836,901,1388,1798,1963,2029,2291,1427,1712,1827;901,1388,1798;medalBased;2;9;;[[["img","img\/slovicka\/diploma.png"]],[["text","letter"]],[["text","tabloid"]]];slovicka-texts-2-uroven;;0000-00-00 00:00:00;1;0
206;280;1;19;combined;0;1389;1799,912;;1043,1044,191,1986,2588,1435,1832,2213,2279,935,1436,1833,2280,1374,2012,2266,912,1389,1799,2526,2593,2598;912,1389,1799;medalBased;2;8;;[[["img","img\/slovicka\/painting.jpg"]],[["text","artist"]],[["img","img\/slovicka\/palette.jpg"]]];slovicka-art-2-uroven;;0000-00-00 00:00:00;1;2
207;41;1;19;combined;0;1390;1800,911;;213,214,1664,1665,899,1396,1804,2792,911,1390,1800,902,1397,1805,2791,1519,1722,1766;911,1390,1800;medalBased;3;10;;[[["img","img\/slovicka\/mandolin.jpg"]],[["img","img\/slovicka\/cello.png"]],[["img","img\/slovicka\/string.jpg"]]];slovicka-music-3-uroven;;0000-00-00 00:00:00;1;0
209;34;1;19;combined;0;1392;2014,896;;202,864,183,1661,2074,896,1392,2014,897,1366,1784,2621,2084;896,1392,2014;medalBased;1;6;;[[["text","buffet"]],[["text","poison"]],[["text","danger"]]];slovicka-public-signs-1-uroven;;0000-00-00 00:00:00;1;0
210;35;1;19;combined;0;1393;1801,265,1040;;1040,1989,866,2325,1970,2030,2292,265,1393,1801,898,1409,1815,2312,2320,2333;265,1393,1801;medalBased;3;10;;[[["text","seesaw"]],[["text","yard"]],[["text","cart"]]];slovicka-farming-3-uroven;;0000-00-00 00:00:00;1;0
211;270;1;19;combined;0;1394;1802,915;;870,212,1004,1411,1704,1760,915,1394,1802,266,914,1395,1803;915,1394,1802;medalBased;3;10;;[[["img","img\/slovicka\/thermometer.jpg"]],[["text","baby chair"]],[["text","baby comb"]]];slovicka-baby-3-uroven;;0000-00-00 00:00:00;1;0
212;271;1;19;combined;0;1395;1803,914;;870,211,1004,1411,1704,1760,915,1394,1802,266,914,1395,1803;914,1395,1803;medalBased;3;10;;[[["text","electric razor"]],[["text","mascara"]],[["text","perfume"]]];slovicka-toiletries-and-jewelery-3-uroven;;0000-00-00 00:00:00;1;0
213;38;1;19;combined;0;1396;1804,899;;207,214,1664,1665,899,1396,1804,2792,911,1390,1800,902,1397,1805,2791,1519,1722,1766;899,1396,1804,2792;medalBased;3;10;;[[["img","img\/slovicka\/level.jpg"]],[["img","img\/slovicka\/axe.png"]],[["img","img\/slovicka\/toolbox.jpg"]]];slovicka-tools-3-uroven;;0000-00-00 00:00:00;1;0
214;43;1;19;combined;0;1397;1805,902;;213,207,1664,1665,899,1396,1804,2792,911,1390,1800,902,1397,1805,2791,1519,1722,1766;902,1397,1805,2791;medalBased;3;10;;[[["img","img\/slovicka\/battery.jpg"]],[["text","bonnet"]],[["text","spare tyre"]]];slovicka-car-3-uroven;;0000-00-00 00:00:00;1;0
215;46;1;19;combined;0;1398;1806,909;;187,1995,1668,1370,1786,2262,909,1398,1806,1976,2036,2297,1522,1725,1769;909,1398,1806;medalBased;3;10;;[[["text","seem"]],[["text","realize"]],[["text","become"]]];slovicka-verbs_abstract-3-uroven;;0000-00-00 00:00:00;1;0
216;47;1;19;combined;0;1399;2015,2272,221;;219,1399,2015,2272,2207,906,1402,1809;1399,2015,2272;medalBased;2;8;;[[["text","cure"]],[["text","sneeze"]],[["text","grow"]]];slovicka-verbs_body-2-uroven;;0000-00-00 00:00:00;1;0
217;48;1;19;combined;0;1400;1807,905,2090;1995;1995,220,1667,2093,2606,905,1400,1807,2071,1403,1939,2273,267,1521,1768;905,1400,1807,2071;medalBased;2;8;;[[["text","argue"]],[["text","comment"]],[["text","remind"]]];slovicka-verbs_communication-2-uroven;;0000-00-00 00:00:00;1;0
218;52;1;19;combined;0;1401;1808,907;;907,1401,1808;907,1401,1808;medalBased;3;10;;[[["text","hunt"]],[["text","escape"]],[["text","face"]]];slovicka-verbs_crime-3-uroven;;0000-00-00 00:00:00;1;0
219;49;1;19;combined;0;1402;1809,906,2091;;2091,216,906,1402,1809,1399,2015,2272,2207;906,1402,1809;medalBased;2;7;;[[["img","img\/slovicka-ilustrace-jana\/ilustrace-jana-heat.png"]],[["img","img\/slovicka-ilustrace-jana\/ilustrace-jana-bake.png"]],[["img","img\/slovicka-ilustrace-jana\/ilustrace-jana-slice.png"]]];slovicka-verbs_household-2-uroven;{"illustrationsAlwaysWithDesc":1};0000-00-00 00:00:00;1;0
220;50;1;19;combined;0;1403;1939,2273;;217,1667,2093,2606,905,1400,1807,2071,1403,1939,2273,267,1521,1768;1403,1939,2273;medalBased;2;8;;[[["text","hate"]],[["text","love"]],[["text","help"]]];slovicka-verbs_relationships-2-uroven;;0000-00-00 00:00:00;1;0
221;45;1;19;combined;0;1404;1810,908,1041,186;216,187;186,1041,2090,1666,2092,2093,1433,1830,2070,2230,908,1404,1810,2072;908,1404,1810,2072;medalBased;2;6;;[[["text","throw"]],[["text","walk"]],[["img","img\/slovicka-ilustrace-jana\/ilustrace-jana-finish.png"]]];slovicka-verbs_sport-2-uroven;{"illustrationsAlwaysWithDesc":1};0000-00-00 00:00:00;1;2
